Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
KEN,1991-01-01,1991-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,26.330000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,26.770000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.290000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.470000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,33.400000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,31.060000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,35.130000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,35.000000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,31.040000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,30.940000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,27.580000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,26.860000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,29.670000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.420000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,32.210000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,36.380000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,42.970000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,54.770000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,60.850000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,63.490000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.930000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.950000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.740000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.890000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,101.580000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,105.530000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,112.740000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,119.620000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,126.490000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,133.360000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,140.240000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,147.110000,I
KEN,2023-01-01,2023-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2023,2023,7021,Annual value,,153.980000,I
KEN,2024-01-01,2024-12-31,114,'404,Kenya,711,'01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",5539,Producer Price Index (2014-2016 = 100),2024,2024,7021,Annual value,,160.850000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,26655.000000,A
KEN,2016-01-01,2016-01-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,299889.000000,A
KEN,2016-02-01,2016-02-29,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,298826.000000,A
KEN,2016-03-01,2016-03-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,300012.000000,A
KEN,2016-04-01,2016-04-30,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,301754.000000,A
KEN,2016-05-01,2016-05-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,300974.000000,A
KEN,2016-06-01,2016-06-30,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,300634.000000,A
KEN,2016-07-01,2016-07-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,297442.000000,A
KEN,2016-08-01,2016-08-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,295696.000000,A
KEN,2016-09-01,2016-09-30,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,296416.000000,A
KEN,2016-10-01,2016-10-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,300002.000000,A
KEN,2016-11-01,2016-11-30,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,299849.000000,A
KEN,2016-12-01,2016-12-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,299817.000000,A
KEN,2017-01-01,2017-01-31,114,'404,Kenya,515,'01341,Apples,5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,300720.000000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,515,'01341,Apples,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,26655.000000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,515,'01341,Apples,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,300.100000,A
KEN,1991-01-01,1991-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,32.230000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,34.250000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,26.800000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,33.890000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,38.360000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,51.010000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,57.720000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,57.380000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,50.790000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,50.590000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,44.960000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,43.790000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,48.360000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,49.590000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,52.500000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,59.300000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,64.930000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,78.400000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,84.630000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,77.320000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,72.430000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,84.010000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,87.990000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,97.610000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,104.510000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,97.880000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,98.710000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,99.880000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,101.060000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,102.240000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,103.410000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,104.590000,I
KEN,2023-01-01,2023-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2023,2023,7021,Annual value,,105.770000,I
KEN,2024-01-01,2024-12-31,114,'404,Kenya,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2024,2024,7021,Annual value,,106.940000,I
KEN,1991-01-01,1991-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,26.460000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,26.910000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.390000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.590000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,33.580000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,31.220000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,35.320000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,35.180000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,31.200000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,31.100000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,27.720000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,27.000000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,29.820000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.580000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,32.380000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,36.560000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,43.200000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,55.060000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,61.170000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,63.820000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,69.290000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,80.370000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,84.170000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,93.370000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,101.010000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,105.620000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,113.130000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,120.010000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,126.890000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,133.780000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,140.660000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,147.540000,I
KEN,2023-01-01,2023-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2023,2023,7021,Annual value,,154.430000,I
KEN,2024-01-01,2024-12-31,114,'404,Kenya,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2024,2024,7021,Annual value,,161.310000,I
KEN,1991-01-01,1991-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,26.490000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,26.930000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.410000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.620000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,33.610000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,31.250000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,35.350000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,35.210000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,31.230000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,31.130000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,27.750000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,27.020000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,29.850000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,30.610000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,32.410000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,36.600000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,43.240000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,55.110000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,61.220000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,63.880000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,69.350000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,80.440000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,84.250000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,93.460000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.650000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,105.890000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,113.300000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,120.200000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,127.100000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,133.990000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,140.890000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,147.790000,I
KEN,2023-01-01,2023-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2023,2023,7021,Annual value,,154.690000,I
KEN,2024-01-01,2024-12-31,114,'404,Kenya,226,'01379.01,Areca nuts,5539,Producer Price Index (2014-2016 = 100),2024,2024,7021,Annual value,,161.590000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,367,'01211,Asparagus,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,10091.800000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,367,'01211,Asparagus,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,10091.800000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,367,'01211,Asparagus,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,113.600000,A
KEN,1991-01-01,1991-12-31,114,'404,Kenya,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,32.280000,I
