year,month,region,county,market_name,food_category,food_item,measurement_unit,local_price,normalized_unit,rainfall_mm,temperature_c
2015,Apr,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2272.72,50.0,136.34,26.07
2015,Apr,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,3550.0,90.0,136.34,26.07
2015,Apr,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,64.69,1.0,136.34,26.07
2015,Apr,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,7000.0,90.0,136.34,26.07
2015,Apr,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,78.0,1.0,136.34,26.07
2015,Apr,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,2400.0,90.0,136.34,26.07
2015,Apr,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,4800.0,90.0,136.34,26.07
2015,Apr,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,86.17,1.0,136.34,26.07
2015,Apr,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,6900.0,90.0,136.34,26.07
2013,Sep,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,2670.0,90.0,45.25,25.19
2013,Sep,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,60.0,1.0,45.25,25.19
2013,Sep,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,6470.0,90.0,45.25,25.19
2013,Sep,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,34.0,1.0,45.25,25.19
2013,Sep,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,2222.22,50.0,45.25,25.19
2013,Sep,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,78.0,1.0,45.25,25.19
2013,Sep,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,43.75,1.0,45.25,25.19
2013,Sep,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2860.0,90.0,45.25,25.19
2013,Sep,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,3343.0,90.0,45.25,25.19
2013,Sep,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,57.0,0.5,45.25,25.19
2013,Sep,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,72.53,1.0,45.25,25.19
2013,Sep,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,5555.0,90.0,45.25,25.19
2013,Sep,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,33.11,1.0,45.25,25.19
2013,Sep,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,3480.0,90.0,45.25,25.19
2013,Sep,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,1927.77,50.0,45.25,25.19
2013,Sep,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,82.64,1.0,45.25,25.19
2013,Sep,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,32.13,1.0,45.25,25.19
2013,Sep,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,69.22,1.0,45.25,25.19
2013,Sep,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,71.88,1.0,45.25,25.19
2013,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,30.53,1.0,45.25,25.19
2013,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,76.57,1.0,45.25,25.19
2013,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,7133.0,90.0,45.25,25.19
2014,Jul,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,39.5,1.0,27.1,24.57
2014,Jul,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,68.45,1.0,27.1,24.57
2014,Jul,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,5035.71,90.0,27.1,24.57
2014,Jul,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,39.0,1.0,27.1,24.57
2014,Jul,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,2055.55,50.0,27.1,24.57
2014,Jul,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,3600.0,90.0,27.1,24.57
2014,Jul,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,49.6,1.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,45.0,0.4,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,28.39,1.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,3384.29,90.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,1726.97,50.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,104.67,1.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,115.86,1.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,190.0,1.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,48.81,1.0,27.1,24.57
2014,Jul,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,4734.29,90.0,27.1,24.57
2014,Jul,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,59.0,1.0,27.1,24.57
2014,Jul,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,40.01,1.0,27.1,24.57
2014,Jul,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,3657.14,90.0,27.1,24.57
2014,Jul,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,7188.57,90.0,27.1,24.57
2014,Jul,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,32.07,1.0,27.1,24.57
2014,Jul,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,63.71,1.0,27.1,24.57
2014,Jul,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,36.39,1.0,27.1,24.57
2014,Jul,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,3278.57,90.0,27.1,24.57
2014,Jul,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,1209.52,50.0,27.1,24.57
2014,Jul,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,6042.86,90.0,27.1,24.57
2014,Jul,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,69.71,1.0,27.1,24.57
2014,Jul,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,7200.0,90.0,27.1,24.57
2009,Dec,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,25.14,1.0,89.99,26.58
2009,Dec,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,49.28,1.0,89.99,26.58
2009,Dec,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,4397.0,90.0,89.99,26.58
2009,Dec,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,30.0,1.0,89.99,26.58
2009,Dec,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,1722.21,50.0,89.99,26.58
2009,Dec,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,3460.0,90.0,89.99,26.58
2009,Dec,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,60.0,1.0,89.99,26.58
2009,Dec,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,43.0,1.0,89.99,26.58
2009,Dec,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,34.0,0.4,89.99,26.58
2009,Dec,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,29.28,1.0,89.99,26.58
2009,Dec,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2692.0,90.0,89.99,26.58
2009,Dec,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,2723.0,90.0,89.99,26.58
2009,Dec,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,51.93,1.0,89.99,26.58
2009,Dec,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2434.0,90.0,89.99,26.58
2009,Dec,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,5196.0,90.0,89.99,26.58
2009,Dec,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,55.17,1.0,89.99,26.58
2009,Dec,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,45.8,1.0,89.99,26.58
2009,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,23.89,1.0,89.99,26.58
2009,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,2113.0,90.0,89.99,26.58
2009,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,4000.0,90.0,89.99,26.58
2009,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,77.92,1.0,89.99,26.58
2018,Aug,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,39.9,1.0,58.11,25.35
2018,Aug,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,90.2,1.0,58.11,25.35
2018,Aug,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,23.44,1.0,58.11,25.35
2018,Aug,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,41.95,1.0,58.11,25.35
2018,Aug,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,4762.0,90.0,58.11,25.35
2018,Aug,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,30.0,1.0,58.11,25.35
2018,Aug,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,5400.0,90.0,58.11,25.35
2018,Aug,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,76.7,1.0,58.11,25.35
2018,Aug,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,39.0,1.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2533.0,90.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,2787.0,50.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,3821.0,90.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,102.74,1.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,84.95,1.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,113.73,1.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,192.0,1.0,58.11,25.35
2018,Aug,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,50.11,1.0,58.11,25.35
2018,Aug,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,60.0,1.0,58.11,25.35
2018,Aug,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,64.0,1.0,58.11,25.35
2018,Aug,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,25.67,1.0,58.11,25.35
2018,Aug,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2600.0,90.0,58.11,25.35
2018,Aug,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2069.33,50.0,58.11,25.35
2018,Aug,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,3200.0,90.0,58.11,25.35
2018,Aug,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,59.91,1.0,58.11,25.35
2018,Aug,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,38.0,1.0,58.11,25.35
2018,Aug,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,100.0,1.0,58.11,25.35
2018,Aug,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,40.0,1.0,58.11,25.35
2018,Aug,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,72.0,1.0,58.11,25.35
2018,Aug,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,16.99,1.0,58.11,25.35
2018,Aug,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,3684.0,50.0,58.11,25.35
2018,Aug,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,44.96,1.0,58.11,25.35
2018,Aug,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,5320.0,90.0,58.11,25.35
2018,Aug,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,59.0,1.0,58.11,25.35
2018,Aug,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,16.84,1.0,58.11,25.35
2018,Aug,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,1754.0,90.0,58.11,25.35
2018,Aug,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,2065.0,50.0,58.11,25.35
2018,Aug,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,57.4,1.0,58.11,25.35
2007,Mar,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,3071.88,90.0,50.48,26.61
2007,Mar,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,8.0,1.0,50.48,26.61
2007,Mar,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,23.0,1.0,50.48,26.61
2007,Mar,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,14.0,1.0,50.48,26.61
2007,Mar,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,27.0,0.4,50.48,26.61
2007,Mar,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,13.27,1.0,50.48,26.61
2007,Mar,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,1193.8,90.0,50.48,26.61
2007,Mar,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,1636.11,50.0,50.48,26.61
2007,Mar,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,1724.0,90.0,50.48,26.61
2007,Mar,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,33.96,1.0,50.48,26.61
2007,Mar,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,22.0,1.0,50.48,26.61
2007,Mar,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,830.91,50.0,50.48,26.61
2007,Mar,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2021.74,90.0,50.48,26.61
2007,Mar,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,38.56,1.0,50.48,26.61
2007,Mar,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,3530.0,90.0,50.48,26.61
2007,Mar,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,30.0,1.0,50.48,26.61
2007,Mar,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,10.8,1.0,50.48,26.61
2007,Mar,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,1027.5,90.0,50.48,26.61
2007,Mar,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,42.18,1.0,50.48,26.61
2007,Mar,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,2729.0,90.0,50.48,26.61
2010,May,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,50.59,1.0,72.86,25.22
2010,May,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,4741.25,90.0,72.86,25.22
2010,May,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,13.0,1.0,72.86,25.22
2010,May,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,1388.88,50.0,72.86,25.22
2010,May,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,2700.0,90.0,72.86,25.22
2010,May,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,45.0,1.0,72.86,25.22
2010,May,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,32.5,1.0,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,19.2,1.0,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,1970.0,90.0,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,3000.0,90.0,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,25.0,0.5,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,138.0,1.0,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,46.97,1.0,72.86,25.22
2010,May,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,4800.0,90.0,72.86,25.22
2010,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,18.72,1.0,72.86,25.22
2010,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,1556.0,90.0,72.86,25.22
2010,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,2643.0,90.0,72.86,25.22
2010,May,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,48.39,1.0,72.86,25.22
2010,May,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,19.0,1.0,72.86,25.22
2010,May,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,51.18,1.0,72.86,25.22
2010,May,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,46.0,1.0,72.86,25.22
2010,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,1652.0,90.0,72.86,25.22
2010,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,3600.0,90.0,72.86,25.22
2010,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,69.42,1.0,72.86,25.22
2010,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,4178.0,90.0,72.86,25.22
2018,Dec,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,39.5,1.0,58.11,25.35
2018,Dec,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,25.97,1.0,58.11,25.35
2018,Dec,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,2280.0,90.0,58.11,25.35
2018,Dec,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,49.93,1.0,58.11,25.35
2018,Dec,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,4833.33,90.0,58.11,25.35
2018,Dec,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,27.9,1.0,58.11,25.35
2018,Dec,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,3850.0,50.0,58.11,25.35
2018,Dec,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,66.1,1.0,58.11,25.35
2018,Dec,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,112.28,1.0,58.11,25.35
2018,Dec,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,105.22,1.0,58.11,25.35
2018,Dec,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,113.54,1.0,58.11,25.35
2018,Dec,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,5867.5,90.0,58.11,25.35
2018,Dec,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,68.0,1.0,58.11,25.35
2018,Dec,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,30.72,1.0,58.11,25.35
2018,Dec,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,2600.0,90.0,58.11,25.35
2018,Dec,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,1782.5,50.0,58.11,25.35
2018,Dec,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,107.0,1.0,58.11,25.35
2018,Dec,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,48.0,1.0,58.11,25.35
2018,Dec,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,84.0,1.0,58.11,25.35
2018,Dec,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,17.65,1.0,58.11,25.35
2018,Dec,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,2000.0,50.0,58.11,25.35
2018,Dec,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,49.86,1.0,58.11,25.35
2018,Dec,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,5400.0,90.0,58.11,25.35
2018,Dec,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,60.0,1.0,58.11,25.35
2018,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,18.97,1.0,58.11,25.35
2018,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,1410.0,90.0,58.11,25.35
2014,May,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,39.97,1.0,66.42,25.61
2014,May,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,3095.0,90.0,66.42,25.61
2014,May,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,78.98,1.0,66.42,25.61
2014,May,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,6290.0,90.0,66.42,25.61
2014,May,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,37.0,1.0,66.42,25.61
2014,May,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,3600.0,90.0,66.42,25.61
2014,May,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,81.0,1.0,66.42,25.61
2014,May,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,46.67,1.0,66.42,25.61
2014,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,48.75,0.4,66.42,25.61
2014,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,35.87,1.0,66.42,25.61
2014,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,3100.0,90.0,66.42,25.61
2014,May,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,3981.0,90.0,66.42,25.61
2014,May,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,202.25,1.0,66.42,25.61
2014,May,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,68.89,1.0,66.42,25.61
2014,May,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,56.0,1.0,66.42,25.61
2014,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,35.09,1.0,66.42,25.61
2014,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,3733.0,90.0,66.42,25.61
2014,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,2383.33,50.0,66.42,25.61
2014,May,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,3600.0,90.0,66.42,25.61
2014,May,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,84.88,1.0,66.42,25.61
2014,May,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,34.73,1.0,66.42,25.61
2014,May,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,75.02,1.0,66.42,25.61
2014,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,35.73,1.0,66.42,25.61
2014,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,2073.88,50.0,66.42,25.61
2014,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,5871.0,90.0,66.42,25.61
2014,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,94.22,1.0,66.42,25.61
2014,May,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,8529.0,90.0,66.42,25.61
2017,Jan,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,40.0,1.0,58.11,25.35
2017,Jan,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,98.0,1.0,58.11,25.35
2017,Jan,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,37.67,1.0,58.11,25.35
2017,Jan,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,3135.0,90.0,58.11,25.35
2017,Jan,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,81.29,1.0,58.11,25.35
2017,Jan,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,6385.0,90.0,58.11,25.35
2017,Jan,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,38.0,1.0,58.11,25.35
2017,Jan,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,3000.0,50.0,58.11,25.35
2017,Jan,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,4500.0,90.0,58.11,25.35
2017,Jan,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,79.0,1.0,58.11,25.35
2017,Jan,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,46.7,1.0,58.11,25.35
2017,Jan,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,50.0,0.4,58.11,25.35
2017,Jan,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,31.86,1.0,58.11,25.35
2017,Jan,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,3042.0,90.0,58.11,25.35
2017,Jan,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,3716.0,90.0,58.11,25.35
