year,month,region,county,market,category,commodity,unit,pricetype,price,avg_rainfall_mm,normalized_price,log_normalized_price
2018,10,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2550.0,209.56,51.0,3.9512437185814275
2018,10,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,5850.0,209.56,65.0,4.189654742026425
2018,10,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,58.02,209.56,58.02,4.077876369514794
2018,10,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,7087.5,209.56,78.75,4.378896741664954
2018,11,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,23.29,258.04,23.29,3.190064743014081
2018,11,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,2150.0,258.04,23.89,3.2144661163795005
2018,11,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,46.9,258.04,46.9,3.8691155044168695
2018,11,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,26.9,258.04,26.9,3.32862668882732
2018,11,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3825.0,258.04,76.5,4.350277936359301
2018,11,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,71.0,258.04,71.0,4.276666119016055
2018,11,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,44.0,258.04,44.0,3.8066624897703196
2018,11,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,45.0,258.04,112.5,4.7318028369214575
2018,11,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,1922.5,258.04,21.36,3.1072736482868986
2018,11,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,112.83,258.04,112.83,4.734706107337125
2018,11,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,111.83,258.04,111.83,4.725882261150355
2018,11,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,118.11,258.04,118.11,4.78004743589281
2018,11,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,Retail,188.0,258.04,188.0,5.241747015059643
2018,11,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,5925.0,258.04,65.83,4.2021520815229785
2018,11,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,60.0,258.04,60.0,4.110873864173311
2018,11,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,30.94,258.04,30.94,3.4638591427868666
2018,11,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2145.0,258.04,42.9,3.7819143200811256
2018,11,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3030.0,258.04,33.67,3.545874759696932
2018,11,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,62.46,258.04,62.46,4.150409786155049
2018,11,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,7200.0,258.04,80.0,4.394449154672439
2018,11,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,35.0,258.04,35.0,3.58351893845611
2018,11,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,Retail,105.0,258.04,105.0,4.663439094112067
2018,11,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,45.0,258.04,45.0,3.828641396489095
2018,11,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,78.0,258.04,78.0,4.3694478524670215
2018,11,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,17.42,258.04,17.42,2.913437030827161
2018,11,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2625.0,258.04,52.5,3.979681653901961
2018,11,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3500.0,258.04,38.89,3.686125665917315
2018,11,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,49.94,258.04,49.94,3.930648469551311
2018,11,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,5400.0,258.04,60.0,4.110873864173311
2018,11,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,62.0,258.04,62.0,4.143134726391533
2018,11,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,15.5,258.04,15.5,2.803360380906535
2018,11,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,1600.0,258.04,17.78,2.932792473780117
2018,11,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,7200.0,258.04,80.0,4.394449154672439
2018,12,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,39.5,322.93,39.5,3.7013019741124933
2018,12,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,25.97,322.93,25.97,3.2947251371516386
2018,12,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,2280.0,322.93,25.33,3.270708973508218
2018,12,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,4833.33,322.93,53.7,4.001863709427935
2018,12,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,27.9,322.93,27.9,3.3638415951183864
2018,12,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3850.0,322.93,77.0,4.356708826689592
2018,12,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,66.1,322.93,66.1,4.206184043977636
2018,12,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,45.0,322.93,112.5,4.7318028369214575
2018,12,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,24.46,322.93,24.46,3.2371085931292605
2018,12,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2450.0,322.93,49.0,3.912023005428146
2018,12,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3600.0,322.93,40.0,3.713572066704308
2018,12,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,44.0,322.93,88.0,4.48863636973214
2018,12,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,105.22,322.93,105.22,4.665512414994253
2018,12,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,113.54,322.93,113.54,4.7409241069657115
2018,12,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,Retail,187.66,322.93,187.66,5.239946453221707
2018,12,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,Wholesale,55.5,322.93,55.5,4.034240638152395
2018,12,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,5867.5,322.93,65.19,4.1925293941308315
2018,12,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,60.0,322.93,60.0,4.110873864173311
2018,12,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,68.0,322.93,68.0,4.23410650459726
2018,12,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,30.72,322.93,30.72,3.456947396766647
2018,12,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,Wholesale,2600.0,322.93,28.89,3.3975239762958465
2018,12,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3000.0,322.93,33.33,3.5360196074696004
2018,12,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,62.38,322.93,62.38,4.149148354262775
2018,12,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,36.0,322.93,36.0,3.6109179126442243
2018,12,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,48.0,322.93,48.0,3.8918202981106265
2018,12,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,84.0,322.93,84.0,4.442651256490317
2018,12,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,17.65,322.93,17.65,2.9258461460898246
2018,12,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,1500.0,322.93,16.67,2.871868286331605
2018,12,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3500.0,322.93,38.89,3.686125665917315
2018,12,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,49.86,322.93,49.86,3.9290767599939738
2018,12,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,5400.0,322.93,60.0,4.110873864173311
2018,12,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,60.0,322.93,60.0,4.110873864173311
2018,12,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,18.97,322.93,18.97,2.994231147427724
2018,12,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,1410.0,322.93,15.67,2.813610696762703
2018,12,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1470.0,322.93,29.4,3.414442608412176
2018,12,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,56.41,322.93,56.41,4.050218504179545
2018,12,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,7610.62,322.93,84.56,4.449217884214205
2019,1,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,26.02,285.94,26.02,3.2965773325320527
2019,1,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,52.32,285.94,52.32,3.976311495310508
2019,1,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,3288.0,285.94,36.53,3.6251406131469297
2019,1,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,29.0,285.94,29.0,3.4011973816621555
2019,1,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,5400.0,285.94,60.0,4.110873864173311
2019,1,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,71.0,285.94,71.0,4.276666119016055
2019,1,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,41.0,285.94,41.0,3.7376696182833684
2019,1,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,27.11,285.94,27.11,3.3361253849184407
2019,1,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,2296.0,285.94,25.51,3.277522020300934
2019,1,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3468.0,285.94,38.53,3.677059877308594
2019,1,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,44.0,285.94,88.0,4.48863636973214
2019,1,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,102.24,285.94,102.24,4.637056374850413
2019,1,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,101.7,285.94,101.7,4.631812116934513
2019,1,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,Wholesale,52.15,285.94,52.15,3.973118104787957
2019,1,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,5800.0,285.94,64.44,4.181133692294492
2019,1,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,65.0,285.94,65.0,4.189654742026425
2019,1,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,68.0,285.94,68.0,4.23410650459726
2019,1,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,31.23,285.94,31.23,3.4728976958273465
2019,1,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1494.0,285.94,29.88,3.4301087251565754
2019,1,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,2850.0,285.94,31.67,3.4864572256129787
2019,1,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,63.32,285.94,63.32,4.163870624870711
2019,1,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,Retail,109.0,285.94,109.0,4.700480365792417
2019,1,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,43.0,285.94,43.0,3.784189633918261
2019,1,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,91.0,285.94,91.0,4.5217885770490405
2019,1,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,17.72,285.94,17.72,2.929592471049446
2019,1,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2000.0,285.94,40.0,3.713572066704308
2019,1,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3500.0,285.94,38.89,3.686125665917315
2019,1,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,5400.0,285.94,60.0,4.110873864173311
2019,1,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,66.0,285.94,66.0,4.204692619390966
2019,1,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,20.74,285.94,20.74,3.0791538816930633
2019,1,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,6170.0,285.94,68.56,4.242189689486082
2019,2,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,25.37,204.42,25.37,3.2722270003651954
2019,2,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,27.0,204.42,27.0,3.332204510175204
2019,2,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,44.0,204.42,44.0,3.8066624897703196
2019,2,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,44.0,204.42,110.0,4.709530201312334
2019,2,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,27.08,204.42,27.08,3.3350575791576103
2019,2,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,2226.88,204.42,24.74,3.2480462021679806
2019,2,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2072.0,204.42,41.44,3.7480913137457823
2019,2,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3437.5,204.42,38.19,3.66842161221154
2019,2,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,44.0,204.42,88.0,4.48863636973214
2019,2,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,95.96,204.42,95.96,4.574298522321004
2019,2,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,96.5,204.42,96.5,4.579852378003801
2019,2,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,100.09,204.42,100.09,4.616011209165967
2019,2,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,Retail,188.5,204.42,188.5,5.244389024522481
2019,2,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,Wholesale,49.11,204.42,49.11,3.9142205889716335
2019,2,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,5968.75,204.42,66.32,4.209457369322605
2019,2,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,65.0,204.42,65.0,4.189654742026425
2019,2,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,70.0,204.42,70.0,4.2626798770413155
2019,2,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,28.24,204.42,28.24,3.3755376348815775
2019,2,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1351.25,204.42,27.03,3.333275365176697
2019,2,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3000.0,204.42,33.33,3.5360196074696004
2019,2,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,8000.0,204.42,88.89,4.498586700585308
2019,2,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,Retail,111.0,204.42,111.0,4.718498871295094
2019,2,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,45.0,204.42,45.0,3.828641396489095
2019,2,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,18.25,204.42,18.25,2.9575110607337933
2019,2,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,1505.0,204.42,16.72,2.8746939451769347
2019,2,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,64.8,204.42,64.8,4.186619838331271
2019,2,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,19.05,204.42,19.05,2.998229153752578
2019,2,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,1855.0,204.42,20.61,3.0731561705187946
2019,2,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1247.5,204.42,24.95,3.2561716096118976
2019,2,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,4860.0,204.42,54.0,4.007333185232471
2019,2,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,60.43,204.42,60.43,4.117898315175836
2019,3,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,76.0,128.28,76.0,4.343805421853684
2019,3,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,25.82,128.28,25.82,3.2891478778535324
2019,3,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,2288.0,128.28,25.42,3.2741212990941793
2019,3,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,52.21,128.28,52.21,3.9742463486082777
2019,3,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,6060.0,128.28,67.33,4.224348908792687
2019,3,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,29.0,128.28,29.0,3.4011973816621555
2019,3,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,5400.0,128.28,60.0,4.110873864173311
2019,3,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,47.0,128.28,47.0,3.8712010109078907
2019,3,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,44.0,128.28,110.0,4.709530201312334
2019,3,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,26.13,128.28,26.13,3.3006401266708405
2019,3,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,2327.5,128.28,25.86,3.2906381910950913
2019,3,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2252.5,128.28,45.05,3.8297277627013155
2019,3,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,44.0,128.28,88.0,4.48863636973214
2019,3,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,96.61,128.28,96.61,4.580979947186874
2019,3,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,101.35,128.28,101.35,4.628398312107299
2019,3,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,Wholesale,41.73,128.28,41.73,3.7549012496559335
2019,3,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,65.0,128.28,65.0,4.189654742026425
2019,3,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,75.0,128.28,75.0,4.330733340286331
2019,3,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,28.21,128.28,28.21,3.3745111163996495
2019,3,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,Wholesale,2624.0,128.28,29.16,3.4065165431397553
2019,3,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1848.0,128.28,36.96,3.636532973741727
2019,3,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3120.0,128.28,34.67,3.5743099993708003
2019,3,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,8000.0,128.28,88.89,4.498586700585308
2019,3,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,Retail,111.0,128.28,111.0,4.718498871295094
2019,3,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,49.0,128.28,49.0,3.912023005428146
2019,3,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,90.0,128.28,90.0,4.51085950651685
2019,3,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,19.84,128.28,19.84,3.0368742168851663
2019,3,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3500.0,128.28,38.89,3.686125665917315
2019,3,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,61.0,128.28,61.0,4.127134385045092
2019,3,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,19.8,128.28,19.8,3.0349529867072724
2019,3,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,5400.0,128.28,60.0,4.110873864173311
2019,3,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,60.73,128.28,60.73,4.122770036405805
2019,4,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,34.84,162.83,34.84,3.57906458810673
2019,4,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,2992.29,162.83,33.25,3.5336865647082343
2019,4,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,5738.75,162.83,63.76,4.170688128809434
2019,4,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,34.0,162.83,34.0,3.5553480614894135
2019,4,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,5400.0,162.83,60.0,4.110873864173311
2019,4,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,77.0,162.83,77.0,4.356708826689592
2019,4,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,49.0,162.83,49.0,3.912023005428146
2019,4,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,44.0,162.83,110.0,4.709530201312334
2019,4,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,31.3,162.83,31.3,3.475067230228611
2019,4,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2575.0,162.83,51.5,3.960813169597578
2019,4,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,4138.75,162.83,45.99,3.849934813114724
2019,4,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,44.0,162.83,88.0,4.48863636973214
2019,4,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,102.13,162.83,102.13,4.635990328327978
2019,4,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,106.6,162.83,106.6,4.678420647727684
2019,4,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,KG,Wholesale,50.67,162.83,50.67,3.944877342299093
2019,4,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,6550.0,162.83,72.78,4.3010876921685295
2019,4,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,65.0,162.83,65.0,4.189654742026425
2019,4,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,74.0,162.83,74.0,4.31748811353631
2019,4,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,33.84,162.83,33.84,3.5507661519843023
2019,4,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3425.0,162.83,38.06,3.665098925448533
2019,4,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,65.81,162.83,65.81,4.2018527699373855
2019,4,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,8400.0,162.83,93.33,4.546799272661762
2019,4,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,44.0,162.83,44.0,3.8066624897703196
2019,4,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,52.0,162.83,52.0,3.970291913552122
2019,4,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,104.0,162.83,104.0,4.653960350157523
2019,4,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,29.1,162.83,29.1,3.40452517175483
2019,4,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,2575.0,162.83,28.61,3.3881121421135
2019,4,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3875.0,162.83,43.06,3.785552341374197
2019,4,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,7700.0,162.83,85.56,4.460837815098172
2019,4,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,61.0,162.83,61.0,4.127134385045092
2019,4,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,25.51,162.83,25.51,3.277522020300934
2019,4,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,2607.5,162.83,28.97,3.4001968813285717
2019,4,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,5400.0,162.83,60.0,4.110873864173311
2019,5,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,49.1,309.13,49.1,3.914021008090819
2019,5,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,97.5,309.13,97.5,4.590056548178043
