province,district,market,latitude,longitude,commodity,unit,priceflag,price,year,month,milk and dairy,pulses and nuts,non-food,"meat, fish and eggs",#item+type,vegetables and fruits,oil and fats,cereals and tubers,miscellaneous food
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Sorghum,90 KG,actual,3405.0,2016,10,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,"Milk (cow, pasteurized)",500 ML,actual,48.0,2016,10,1,0,0,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (diesel),L,actual,82.12,2016,10,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (kerosene),L,actual,58.71,2016,10,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (petrol-gasoline),L,actual,91.56,2016,10,0,0,1,0,0,0,0,0,0
North Eastern,Mandera,Mandera,3.936804,41.858383,Maize (white),KG,actual,63.0,2016,10,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,KG,actual,34.99,2016,10,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize (white),90 KG,actual,3400.0,2016,10,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes (Irish),50 KG,actual,3543.75,2016,10,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Sorghum,90 KG,actual,3300.0,2016,10,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,KG,actual,59.99,2016,10,0,1,0,0,0,0,0,0,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans (dry),90 KG,actual,7200.0,2016,10,0,1,0,0,0,0,0,0,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Maize (white),KG,actual,43.0,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Beans (dry),KG,actual,98.0,2016,10,0,1,0,0,0,0,0,0,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Maize (white),KG,actual,46.0,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Beans (dry),KG,actual,92.0,2016,10,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,KG,actual,27.69,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize (white),90 KG,actual,2430.0,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Potatoes (Irish),50 KG,actual,3350.0,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Sorghum,90 KG,actual,3500.0,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,KG,actual,46.59,2016,10,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans (dry),90 KG,actual,5000.0,2016,10,0,1,0,0,0,0,0,0,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,KG,actual,27.99,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Sorghum,90 KG,actual,4950.0,2016,10,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,KG,actual,59.97,2016,10,0,1,0,0,0,0,0,0,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans (dry),90 KG,actual,6862.5,2016,10,0,1,0,0,0,0,0,0,0
Coast,Kilifi,Kilifi,-3.6301,39.85113,Maize (white),KG,actual,42.0,2016,11,0,0,0,0,0,0,0,1,0
Coast,Kilifi,Kilifi,-3.6301,39.85113,Beans (dry),KG,actual,92.0,2016,11,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,KG,actual,72.04,2016,11,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans (dry),90 KG,actual,7200.0,2016,11,0,1,0,0,0,0,0,0,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Maize (white),KG,actual,35.0,2016,11,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Sorghum,90 KG,actual,4500.0,2016,11,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Beans (dry),KG,actual,77.5,2016,11,0,1,0,0,0,0,0,0,0
Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize (white),KG,actual,45.8,2016,11,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,45.0,2016,11,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,KG,actual,32.0,2016,11,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize (white),90 KG,actual,2900.0,2016,11,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes (Irish),50 KG,actual,2740.0,2016,11,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Sorghum,90 KG,actual,3560.0,2016,11,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (diesel),L,actual,82.17,2016,11,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (kerosene),L,actual,62.16,2016,11,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (petrol-gasoline),L,actual,94.94,2016,11,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,175.0,2016,11,0,0,0,0,0,0,1,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans (dry),90 KG,actual,6060.0,2016,11,0,1,0,0,0,0,0,0,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,KG,actual,35.01,2016,11,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize (white),90 KG,actual,3000.0,2016,11,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes (Irish),50 KG,actual,2755.0,2016,11,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Sorghum,90 KG,actual,3600.0,2016,11,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans (dry),90 KG,actual,5933.0,2016,11,0,1,0,0,0,0,0,0,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Maize (white),KG,actual,48.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Beans (dry),KG,actual,123.0,2016,11,0,1,0,0,0,0,0,0,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Maize (white),KG,actual,48.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Beans (dry),KG,actual,94.0,2016,11,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Potatoes (Irish),50 KG,actual,3500.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Sorghum,90 KG,actual,3570.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,KG,actual,51.31,2016,11,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans (dry),90 KG,actual,5000.0,2016,11,0,1,0,0,0,0,0,0,0
Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize (white),KG,actual,74.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize (white),90 KG,actual,2495.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes (Irish),50 KG,actual,1750.0,2016,11,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Sorghum,90 KG,actual,4950.0,2016,11,0,0,0,0,0,0,0,1,0
,,Hola (Tana River),,,Maize (white),KG,actual,50.0,2016,12,0,0,0,0,0,0,0,1,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,KG,actual,33.02,2016,12,0,0,0,0,0,0,0,1,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,KG,actual,77.07,2016,12,0,1,0,0,0,0,0,0,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes (Irish),50 KG,actual,3000.0,2016,12,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Beans (dry),KG,actual,76.5,2016,12,0,1,0,0,0,0,0,0,0
Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize (white),KG,actual,45.5,2016,12,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize (white),90 KG,actual,2744.0,2016,12,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes (Irish),50 KG,actual,2589.0,2016,12,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Sorghum,90 KG,actual,3700.0,2016,12,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (diesel),L,actual,87.2,2016,12,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (kerosene),L,actual,63.56,2016,12,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (petrol-gasoline),L,actual,94.2,2016,12,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,172.0,2016,12,0,0,0,0,0,0,1,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans (dry),90 KG,actual,5820.0,2016,12,0,1,0,0,0,0,0,0,0
North Eastern,Garissa,Garissa,-0.4564,39.64603,Maize (white),KG,actual,55.0,2016,12,0,0,0,0,0,0,0,1,0
North Eastern,Mandera,Mandera,3.936804,41.858383,Maize (white),KG,actual,66.0,2016,12,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize (white),90 KG,actual,3000.0,2016,12,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes (Irish),50 KG,actual,2647.0,2016,12,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Sorghum,90 KG,actual,3600.0,2016,12,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,KG,actual,62.1,2016,12,0,1,0,0,0,0,0,0,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans (dry),90 KG,actual,5990.0,2016,12,0,1,0,0,0,0,0,0,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Maize (white),KG,actual,48.0,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Beans (dry),KG,actual,106.0,2016,12,0,1,0,0,0,0,0,0,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Beans (dry),KG,actual,94.0,2016,12,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,KG,actual,29.81,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize (white),90 KG,actual,2500.0,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Potatoes (Irish),50 KG,actual,3150.0,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Sorghum,90 KG,actual,3600.0,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,KG,actual,59.62,2016,12,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans (dry),90 KG,actual,5000.0,2016,12,0,1,0,0,0,0,0,0,0
Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize (white),KG,actual,77.0,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,KG,actual,29.54,2016,12,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,KG,actual,69.7,2016,12,0,1,0,0,0,0,0,0,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans (dry),90 KG,actual,6975.0,2016,12,0,1,0,0,0,0,0,0,0
Coast,Kilifi,Kilifi,-3.6301,39.85113,Maize (white),KG,actual,40.0,2017,1,0,0,0,0,0,0,0,1,0
Coast,Kilifi,Kilifi,-3.6301,39.85113,Beans (dry),KG,actual,98.0,2017,1,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,KG,actual,37.67,2017,1,0,0,0,0,0,0,0,1,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Maize (white),90 KG,actual,3135.0,2017,1,0,0,0,0,0,0,0,1,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,KG,actual,81.29,2017,1,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans (dry),90 KG,actual,6385.0,2017,1,0,1,0,0,0,0,0,0,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Maize (white),KG,actual,38.0,2017,1,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes (Irish),50 KG,actual,3000.0,2017,1,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Sorghum,90 KG,actual,4500.0,2017,1,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Beans (dry),KG,actual,79.0,2017,1,0,1,0,0,0,0,0,0,0
Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize (white),KG,actual,46.7,2017,1,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,50.0,2017,1,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,KG,actual,31.86,2017,1,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize (white),90 KG,actual,3042.0,2017,1,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Sorghum,90 KG,actual,3716.0,2017,1,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,"Milk (cow, pasteurized)",500 ML,actual,49.0,2017,1,1,0,0,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (diesel),L,actual,84.23,2017,1,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (petrol-gasoline),L,actual,96.01,2017,1,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,175.0,2017,1,0,0,0,0,0,0,1,0,0
North Eastern,Garissa,Garissa,-0.4564,39.64603,Maize (white),KG,actual,55.0,2017,1,0,0,0,0,0,0,0,1,0
North Eastern,Mandera,Mandera,3.936804,41.858383,Maize (white),KG,actual,66.0,2017,1,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes (Irish),50 KG,actual,3274.0,2017,1,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Sorghum,90 KG,actual,3920.0,2017,1,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,KG,actual,72.8,2017,1,0,1,0,0,0,0,0,0,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans (dry),90 KG,actual,7920.0,2017,1,0,1,0,0,0,0,0,0,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Beans (dry),KG,actual,108.0,2017,1,0,1,0,0,0,0,0,0,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Beans (dry),KG,actual,91.0,2017,1,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,KG,actual,35.93,2017,1,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize (white),90 KG,actual,2620.0,2017,1,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Potatoes (Irish),50 KG,actual,3356.0,2017,1,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Sorghum,90 KG,actual,3600.0,2017,1,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,KG,actual,59.14,2017,1,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans (dry),90 KG,actual,5000.0,2017,1,0,1,0,0,0,0,0,0,0
Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize (white),KG,actual,87.0,2017,1,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,KG,actual,80.66,2017,1,0,1,0,0,0,0,0,0,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans (dry),90 KG,actual,7380.0,2017,1,0,1,0,0,0,0,0,0,0
Coast,Kilifi,Kilifi,-3.6301,39.85113,Beans (dry),KG,actual,100.0,2017,2,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,KG,actual,40.92,2017,2,0,0,0,0,0,0,0,1,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,KG,actual,84.9,2017,2,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans (dry),90 KG,actual,7155.0,2017,2,0,1,0,0,0,0,0,0,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Maize (white),KG,actual,48.0,2017,2,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes (Irish),50 KG,actual,3000.0,2017,2,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Sorghum,90 KG,actual,4875.0,2017,2,0,0,0,0,0,0,0,1,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Beans (dry),KG,actual,86.0,2017,2,0,1,0,0,0,0,0,0,0
Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize (white),KG,actual,47.0,2017,2,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,50.0,2017,2,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,KG,actual,40.52,2017,2,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize (white),90 KG,actual,3817.5,2017,2,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Sorghum,90 KG,actual,3735.0,2017,2,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,"Milk (cow, pasteurized)",500 ML,actual,50.0,2017,2,1,0,0,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (diesel),L,actual,89.26,2017,2,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (kerosene),L,actual,67.19,2017,2,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (petrol-gasoline),L,actual,100.27,2017,2,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,180.0,2017,2,0,0,0,0,0,0,1,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans (dry),90 KG,actual,6971.5,2017,2,0,1,0,0,0,0,0,0,0
North Eastern,Garissa,Garissa,-0.4564,39.64603,Maize (white),KG,actual,55.0,2017,2,0,0,0,0,0,0,0,1,0
North Eastern,Mandera,Mandera,3.936804,41.858383,Maize (white),KG,actual,64.0,2017,2,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,KG,actual,41.83,2017,2,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize (white),90 KG,actual,4205.0,2017,2,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes (Irish),50 KG,actual,3015.0,2017,2,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Sorghum,90 KG,actual,4360.0,2017,2,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans (dry),90 KG,actual,8470.0,2017,2,0,1,0,0,0,0,0,0,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Beans (dry),KG,actual,112.0,2017,2,0,1,0,0,0,0,0,0,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Maize (white),KG,actual,52.0,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Beans (dry),KG,actual,97.0,2017,2,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,KG,actual,35.81,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize (white),90 KG,actual,3110.0,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Potatoes (Irish),50 KG,actual,3500.0,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans (dry),90 KG,actual,5060.0,2017,2,0,1,0,0,0,0,0,0,0
Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize (white),KG,actual,82.0,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize (white),90 KG,actual,3150.0,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Sorghum,90 KG,actual,6750.0,2017,2,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,KG,actual,82.23,2017,2,0,1,0,0,0,0,0,0,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans (dry),90 KG,actual,8100.0,2017,2,0,1,0,0,0,0,0,0,0
,,Hola (Tana River),,,Maize (white),KG,actual,57.3,2017,3,0,0,0,0,0,0,0,1,0
Coast,Kilifi,Kilifi,-3.6301,39.85113,Beans (dry),KG,actual,120.0,2017,3,0,1,0,0,0,0,0,0,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Maize (white),90 KG,actual,4000.0,2017,3,0,0,0,0,0,0,0,1,0
Coast,Mombasa,Mombasa,-4.05,39.666667,Beans (dry),90 KG,actual,7680.0,2017,3,0,1,0,0,0,0,0,0,0
Eastern,Kitui,Kitui,-1.366667,38.016667,Beans (dry),KG,actual,91.2,2017,3,0,1,0,0,0,0,0,0,0
Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize (white),KG,actual,46.6,2017,3,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize (white),90 KG,actual,3900.0,2017,3,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes (Irish),50 KG,actual,2872.0,2017,3,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Sorghum,90 KG,actual,3976.0,2017,3,0,0,0,0,0,0,0,1,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (diesel),L,actual,90.44,2017,3,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (kerosene),L,actual,67.96,2017,3,0,0,1,0,0,0,0,0,0
Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Fuel (petrol-gasoline),L,actual,101.05,2017,3,0,0,1,0,0,0,0,0,0
North Eastern,Mandera,Mandera,3.936804,41.858383,Maize (white),KG,actual,68.6,2017,3,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize (white),90 KG,actual,4512.0,2017,3,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes (Irish),50 KG,actual,3040.0,2017,3,0,0,0,0,0,0,0,1,0
Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans (dry),90 KG,actual,9616.0,2017,3,0,1,0,0,0,0,0,0,0
Rift Valley,Baringo,Marigat (Baringo),0.4647,35.96007,Beans (dry),KG,actual,114.0,2017,3,0,1,0,0,0,0,0,0,0
Rift Valley,Kajiado,Kajiado,-1.84153,36.7913,Beans (dry),KG,actual,91.1,2017,3,0,1,0,0,0,0,0,0,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,KG,actual,46.55,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Potatoes (Irish),50 KG,actual,3380.0,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Sorghum,90 KG,actual,3776.0,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,KG,actual,66.53,2017,3,0,1,0,0,0,0,0,0,0
Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize (white),KG,actual,90.7,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,KG,actual,38.61,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes (Irish),50 KG,actual,2064.0,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Sorghum,90 KG,actual,6750.0,2017,3,0,0,0,0,0,0,0,1,0
Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,KG,actual,87.42,2017,3,0,1,0,0,0,0,0,0,0
