date,rainfall_mm
11/21/2000,119.8555
12/1/2000,135.3314
12/11/2000,148.9358
12/21/2000,153.4175
1/1/2001,152.9985
1/11/2001,152.8248
1/21/2001,162.0029
2/1/2001,146.1766
2/11/2001,110.6832
2/21/2001,78.8847
3/1/2001,67.6788
3/11/2001,59.2584
3/21/2001,122.9124
4/1/2001,157.3869
4/11/2001,188.2818
4/21/2001,207.6088
5/1/2001,211.7066
5/11/2001,215.327
5/21/2001,221.7474
6/1/2001,222.5869
6/11/2001,223.3387
6/21/2001,161.3971
7/1/2001,124.7693
7/11/2001,94.3372
7/21/2001,62.6526
8/1/2001,68.3212
8/11/2001,73.7212
8/21/2001,76.0599
9/1/2001,72.7372
9/11/2001,66.9883
9/21/2001,61.2876
10/1/2001,74.5387
10/11/2001,78.7985
10/21/2001,93.5241
11/1/2001,118.8803
11/11/2001,160.5153
11/21/2001,174.1314
12/1/2001,177.6365
12/11/2001,190.9766
12/21/2001,194.2759
1/1/2002,178.3255
1/11/2002,174.9007
1/21/2002,155.235
2/1/2002,119.9504
2/11/2002,70.2467
2/21/2002,48.5796
3/1/2002,101.1504
3/11/2002,115.4788
3/21/2002,134.4891
4/1/2002,158.6015
4/11/2002,227.4672
4/21/2002,275.2175
5/1/2002,324.9139
5/11/2002,329.2657
5/21/2002,333.9869
6/1/2002,277.6526
6/11/2002,256.6263
6/21/2002,235.7781
7/1/2002,214.2905
7/11/2002,141.7796
7/21/2002,95.019
8/1/2002,52.9825
8/11/2002,54.7781
8/21/2002,56.1883
9/1/2002,55.1387
9/11/2002,48.346
9/21/2002,46.273
10/1/2002,51.8336
10/11/2002,59.9153
10/21/2002,83.3693
11/1/2002,110.6044
11/11/2002,116.1066
11/21/2002,119.0861
12/1/2002,146.7664
12/11/2002,175.0029
12/21/2002,240.619
1/1/2003,232.5124
1/11/2003,221.9109
1/21/2003,195.9416
2/1/2003,160.9562
2/11/2003,154.7504
2/21/2003,144.9343
3/1/2003,118.6161
3/11/2003,92.4161
3/21/2003,58.7299
4/1/2003,67.7664
4/11/2003,143.1883
4/21/2003,242.4993
5/1/2003,281.4058
5/11/2003,286.8657
5/21/2003,293.9927
6/1/2003,295.0496
6/11/2003,295.1328
6/21/2003,264.5036
7/1/2003,260.6657
7/11/2003,192.3226
7/21/2003,97.6964
8/1/2003,67.1445
8/11/2003,71.2321
8/21/2003,82.1942
9/1/2003,80.0803
9/11/2003,77.7036
9/21/2003,76.7343
10/1/2003,74.7869
10/11/2003,73.7066
10/21/2003,86.746
11/1/2003,102.0964
11/11/2003,113.9401
11/21/2003,121.4161
12/1/2003,161.7679
12/11/2003,167.7182
12/21/2003,172.981
1/1/2004,172.7547
1/11/2004,186.1679
1/21/2004,179.3693
2/1/2004,161.3358
2/11/2004,134.8277
2/21/2004,109.9139
3/1/2004,75.5839
3/11/2004,111.9752
3/21/2004,125.9693
4/1/2004,159.9285
4/11/2004,210.0818
4/21/2004,214.7474
5/1/2004,258.946
5/11/2004,260.7358
5/21/2004,266.1708
6/1/2004,262.2
6/11/2004,223.8219
6/21/2004,207.0131
7/1/2004,172.7241
7/11/2004,107.1343
7/21/2004,101.1781
8/1/2004,58.5372
8/11/2004,65.6161
8/21/2004,64.7182
9/1/2004,61.9022
9/11/2004,58.1474
9/21/2004,64.2131
10/1/2004,69.1387
10/11/2004,80.0526
10/21/2004,119.165
11/1/2004,149.0292
11/11/2004,172.981
11/21/2004,199.1518
12/1/2004,207.7927
12/11/2004,221.4496
12/21/2004,225.2715
1/1/2005,216.8438
1/11/2005,202.2978
1/21/2005,162.9255
2/1/2005,126.0219
2/11/2005,95.7285
2/21/2005,69.0628
3/1/2005,69.7241
3/11/2005,62.6102
3/21/2005,54.2234
4/1/2005,82.1036
4/11/2005,94.0613
4/21/2005,143.7197
5/1/2005,155.3007
5/11/2005,161.4701
5/21/2005,204.5883
6/1/2005,198.6219
6/11/2005,195.8686
6/21/2005,195.3942
7/1/2005,171.3343
7/11/2005,165.3942
7/21/2005,112.2307
8/1/2005,106.9226
8/11/2005,104.1664
8/21/2005,62.2394
9/1/2005,60.4964
9/11/2005,61.7708
9/21/2005,58.8905
10/1/2005,65.0526
10/11/2005,71.4263
10/21/2005,84.4102
11/1/2005,92.0847
11/11/2005,93.3051
11/21/2005,100.5416
12/1/2005,103.5358
12/11/2005,105.6044
12/21/2005,108.2248
1/1/2006,98.7168
1/11/2006,87.2234
1/21/2006,69.1299
2/1/2006,55.0234
2/11/2006,46.4672
2/21/2006,48.2146
3/1/2006,58.6248
3/11/2006,56.1212
3/21/2006,57.8803
4/1/2006,143.0263
4/11/2006,153.7197
4/21/2006,176.7416
5/1/2006,187.2949
5/11/2006,194.9489
5/21/2006,186.8642
6/1/2006,174.2496
6/11/2006,172.4569
6/21/2006,172.2759
7/1/2006,90.6044
7/11/2006,82.7985
7/21/2006,62.8701
8/1/2006,80.7489
8/11/2006,77.8847
8/21/2006,77.5504
9/1/2006,75.4482
9/11/2006,73.438
9/21/2006,68.7036
10/1/2006,73.6657
10/11/2006,80.3839
10/21/2006,132.908
11/1/2006,134.5606
11/11/2006,162.2818
11/21/2006,203.3664
12/1/2006,223.4423
12/11/2006,236.5766
12/21/2006,304.5562
1/1/2007,299.6467
1/11/2007,292.3504
1/21/2007,238.2774
2/1/2007,210.8905
2/11/2007,179.2365
2/21/2007,143.5825
3/1/2007,128.5139
3/11/2007,154.146
3/21/2007,90.1766
4/1/2007,92.8015
4/11/2007,171.9226
4/21/2007,177.3431
5/1/2007,184.6307
5/11/2007,190.4672
5/21/2007,191.6832
6/1/2007,198.3693
6/11/2007,171.5577
6/21/2007,172.5664
7/1/2007,177.0803
7/11/2007,97.9562
7/21/2007,112.3036
8/1/2007,115.4964
8/11/2007,115.4073
8/21/2007,112.6204
9/1/2007,107.6058
9/11/2007,100.0511
9/21/2007,97.8467
10/1/2007,96.5416
10/11/2007,102.6584
10/21/2007,106.3898
11/1/2007,125.7912
11/11/2007,142.8949
11/21/2007,142.5358
12/1/2007,145.0394
12/11/2007,149.8584
12/21/2007,152.0905
1/1/2008,142.219
1/11/2008,144.3387
1/21/2008,126.8818
2/1/2008,97.5328
2/11/2008,73.4555
2/21/2008,63.0934
3/1/2008,59.5445
3/11/2008,61.254
3/21/2008,99.4891
4/1/2008,104.419
4/11/2008,117.854
4/21/2008,151.6263
5/1/2008,150.7577
5/11/2008,153.8555
5/21/2008,161.1241
6/1/2008,158.5766
6/11/2008,149.2788
6/21/2008,108.5299
7/1/2008,106.7401
7/11/2008,87.0423
7/21/2008,52.3445
8/1/2008,54.3839
8/11/2008,56.7927
8/21/2008,54.2423
9/1/2008,52.3358
9/11/2008,52.0102
9/21/2008,50.2876
10/1/2008,67.1752
10/11/2008,75.1547
10/21/2008,96.1606
11/1/2008,154.9124
11/11/2008,161.9401
11/21/2008,166.7577
12/1/2008,172.054
12/11/2008,173.8088
12/21/2008,180.1752
1/1/2009,161.3606
1/11/2009,150.9489
1/21/2009,126.527
2/1/2009,64.7912
2/11/2009,52.6263
2/21/2009,43.5971
3/1/2009,39.5168
3/11/2009,37.562
3/21/2009,32.7299
4/1/2009,59.5285
4/11/2009,62.9007
4/21/2009,71.9606
5/1/2009,75.019
5/11/2009,99.3124
5/21/2009,108.073
6/1/2009,108.7956
6/11/2009,108.3533
6/21/2009,107.2818
7/1/2009,81.235
7/11/2009,79.7781
7/21/2009,68.3255
8/1/2009,67.5299
8/11/2009,46.9912
8/21/2009,43.5036
9/1/2009,40.3708
9/11/2009,39.2146
9/21/2009,37.6219
10/1/2009,58.6628
10/11/2009,79.6905
10/21/2009,98.5547
11/1/2009,118.9825
11/11/2009,127.1401
11/21/2009,132.4613
12/1/2009,150.8774
12/11/2009,176.9401
12/21/2009,207.8044
1/1/2010,205.9664
1/11/2010,180.6526
1/21/2010,160.7226
2/1/2010,139.9781
2/11/2010,143.5401
2/21/2010,168.0044
3/1/2010,199.3299
3/11/2010,189.235
3/21/2010,228.0993
4/1/2010,233.6321
4/11/2010,251.9577
4/21/2010,286.2993
5/1/2010,297.8803
5/11/2010,304.8131
5/21/2010,275.4715
6/1/2010,228.6788
6/11/2010,219.4088
6/21/2010,152.3241
7/1/2010,128.9635
7/11/2010,114.6496
7/21/2010,87.9299
8/1/2010,78.5942
8/11/2010,61.892
8/21/2010,67.1314
9/1/2010,65.4642
9/11/2010,59.0715
9/21/2010,56.8949
10/1/2010,61.8949
10/11/2010,64.3869
10/21/2010,75.4102
11/1/2010,91.6088
11/11/2010,96.9139
11/21/2010,97.6394
12/1/2010,101.2131
12/11/2010,105.0642
12/21/2010,109.7387
1/1/2011,101.2803
1/11/2011,94.8657
1/21/2011,76.2642
2/1/2011,54.5956
2/11/2011,55.1285
2/21/2011,43.3095
3/1/2011,42.6759
3/11/2011,61.2993
3/21/2011,60.2905
4/1/2011,65.6321
4/11/2011,74.9708
4/21/2011,96.927
5/1/2011,111.727
5/11/2011,104.1255
5/21/2011,109.3942
6/1/2011,109.762
6/11/2011,100.7095
6/21/2011,101.7328
7/1/2011,102.2599
7/11/2011,97.4686
7/21/2011,87.2876
8/1/2011,84.0993
8/11/2011,90.8745
8/21/2011,92.9139
9/1/2011,93.927
9/11/2011,80.346
9/21/2011,75.6686
10/1/2011,75.3956
10/11/2011,118.273
10/21/2011,153.7241
11/1/2011,238.4657
11/11/2011,261.0555
11/21/2011,331.6263
12/1/2011,363.8161
12/11/2011,369.3401
12/21/2011,370.5445
1/1/2012,364.854
1/11/2012,316.6277
1/21/2012,268.0745
2/1/2012,171.7036
2/11/2012,139.3927
2/21/2012,65.7139
3/1/2012,32.5066
3/11/2012,27.9912
3/21/2012,26.6818
4/1/2012,49.8088
4/11/2012,114.9153
4/21/2012,197.4263
5/1/2012,243.1109
5/11/2012,256.1139
5/21/2012,262.5051
6/1/2012,265.0175
6/11/2012,265.7591
6/21/2012,272.2934
7/1/2012,259.1066
7/11/2012,199.9606
7/21/2012,128.3066
8/1/2012,88.9314
8/11/2012,83.3839
8/21/2012,79.1095
9/1/2012,75.581
9/11/2012,73.8058
9/21/2012,67.4745
10/1/2012,77.073
10/11/2012,113.5474
10/21/2012,135.4365
11/1/2012,153.0307
11/11/2012,161.5591
11/21/2012,165.7051
12/1/2012,172.8934
12/11/2012,216.7299
12/21/2012,239.6234
1/1/2013,222.6496
1/11/2013,182.5416
1/21/2013,157.7518
2/1/2013,135.6891
2/11/2013,118.5869
2/21/2013,107.7328
3/1/2013,101.6015
3/11/2013,82.3825
3/21/2013,153.6774
4/1/2013,220.2496
4/11/2013,313.7474
4/21/2013,324.2569
5/1/2013,329.3839
5/11/2013,333.3912
5/21/2013,339.438
6/1/2013,338.6978
6/11/2013,327.4964
6/21/2013,234.0993
7/1/2013,169.2146
7/11/2013,81.3153
7/21/2013,69.6642
8/1/2013,65.4365
8/11/2013,67.9766
8/21/2013,67.054
9/1/2013,63.4438
9/11/2013,50.965
9/21/2013,53.3328
10/1/2013,66.8131
10/11/2013,67.6467
10/21/2013,70.4701
11/1/2013,102.7139
11/11/2013,117.6453
11/21/2013,136.1985
12/1/2013,142.7635
12/11/2013,170.6453
12/21/2013,171.8526
1/1/2014,154.2336
1/11/2014,145.6029
1/21/2014,136.5153
2/1/2014,112.381
2/11/2014,104.7518
2/21/2014,81.7591
3/1/2014,76.5723
3/11/2014,111.9299
3/21/2014,125.892
4/1/2014,168.0438
4/11/2014,195.6394
4/21/2014,203.4891
5/1/2014,197.9445
5/11/2014,188.6715
5/21/2014,195.7591
6/1/2014,198.1752
6/11/2014,136.0029
6/21/2014,118.4102
7/1/2014,79.1518
7/11/2014,54.1299
7/21/2014,48.5737
8/1/2014,46.0453
8/11/2014,45.6204
8/21/2014,65.3737
9/1/2014,62.7022
9/11/2014,60.1533
9/21/2014,58.6657
10/1/2014,68.0088
10/11/2014,85.2686
10/21/2014,92.8745
11/1/2014,112.8496
11/11/2014,142.0088
11/21/2014,126.0248
12/1/2014,149.3124
12/11/2014,159.4978
12/21/2014,170.2394
1/1/2015,158.5635
1/11/2015,139.0832
1/21/2015,129.8248
2/1/2015,107.546
2/11/2015,83.3825
2/21/2015,72.2292
3/1/2015,49.8161
3/11/2015,42.8832
3/21/2015,54.6234
4/1/2015,123.2599
4/11/2015,185.673
4/21/2015,230.873
5/1/2015,243.4686
5/11/2015,239.3066
5/21/2015,245.054
6/1/2015,246.5796
6/11/2015,246.362
6/21/2015,225.9095
7/1/2015,159.981
7/11/2015,100.8818
7/21/2015,58.8934
8/1/2015,51.2117
8/11/2015,48.5781
8/21/2015,45.4555
9/1/2015,41.3153
9/11/2015,38.2321
9/21/2015,36.2204
10/1/2015,53.6964
10/11/2015,61.4686
10/21/2015,70.4073
11/1/2015,99.1693
11/11/2015,135.5109
11/21/2015,163.8336
12/1/2015,170.6307
12/11/2015,220.8467
12/21/2015,235.2263
1/1/2016,224.6745
1/11/2016,221.0467
1/21/2016,212.5956
2/1/2016,180.927
2/11/2016,143.673
2/21/2016,114.7577
3/1/2016,132.238
3/11/2016,83.8847
3/21/2016,71.1942
4/1/2016,87.1445
4/11/2016,99.8715
4/21/2016,149.7153
5/1/2016,168.5255
5/11/2016,174.4876
5/21/2016,176.8657
6/1/2016,155.6102
6/11/2016,157.3825
6/21/2016,162.1781
7/1/2016,139.2672
7/11/2016,121.4336
7/21/2016,70.1255
8/1/2016,55.1095
8/11/2016,50.3182
8/21/2016,49.4657
9/1/2016,46.3942
9/11/2016,43.1766
9/21/2016,37.0117
10/1/2016,41.6934
10/11/2016,43.9095
10/21/2016,45.8978
11/1/2016,56.3547
11/11/2016,86.6818
11/21/2016,111.3737
12/1/2016,117.3533
12/11/2016,123.1109
12/21/2016,131.1942
1/1/2017,123.4307
1/11/2017,118.5781
1/21/2017,114.892
2/1/2017,100.1825
2/11/2017,73.5197
2/21/2017,55.7547
3/1/2017,54.6715
3/11/2017,51.1898
3/21/2017,45.5869
4/1/2017,64.165
4/11/2017,76.4015
4/21/2017,104.7007
5/1/2017,124.0277
5/11/2017,123.508
5/21/2017,125.7635
6/1/2017,122.9547
6/11/2017,122.346
6/21/2017,121.6657
7/1/2017,109.1839
7/11/2017,103.9036
7/21/2017,83.3314
8/1/2017,69.5285
8/11/2017,67.6934
8/21/2017,67.1796
9/1/2017,68.5226
9/11/2017,67.2131
9/21/2017,65.7139
10/1/2017,65.5839
10/11/2017,128.3431
10/21/2017,145.2978
11/1/2017,183.4818
11/11/2017,212.3109
11/21/2017,207.727
12/1/2017,211.4672
12/11/2017,219
12/21/2017,223
1/1/2018,216.4511
1/11/2018,146.3825
1/21/2018,120.8365
2/1/2018,75.4496
2/11/2018,43.1912
2/21/2018,36.8248
3/1/2018,91.5358
3/11/2018,158.3533
3/21/2018,177.8774
4/1/2018,247.965
4/11/2018,360.5474
4/21/2018,419.0146
5/1/2018,456.2555
5/11/2018,473.7051
5/21/2018,501.5518
6/1/2018,475.0204
6/11/2018,407.6496
6/21/2018,394.9255
7/1/2018,330.3985
7/11/2018,223.6701
7/21/2018,167.7898
8/1/2018,132.7504
8/11/2018,118.4365
8/21/2018,100.2219
9/1/2018,66.3577
9/11/2018,58.9328
9/21/2018,48.9474
10/1/2018,49.438
10/11/2018,56.9241
10/21/2018,68.5504
11/1/2018,80.0044
11/11/2018,94.3518
11/21/2018,96.8015
12/1/2018,133.7343
12/11/2018,196.0015
12/21/2018,200.781
1/1/2019,199.1635
1/11/2019,189.5854
1/21/2019,176.3533
2/1/2019,163.4161
2/11/2019,145.9781
2/21/2019,137.7985
3/1/2019,104.3328
3/11/2019,43.3869
3/21/2019,56.0336
4/1/2019,57.4613
4/11/2019,58.5942
4/21/2019,134.5518
5/1/2019,139.2438
5/11/2019,147.8628
5/21/2019,157.3869
6/1/2019,173.4496
6/11/2019,175.3416
6/21/2019,162.5869
7/1/2019,159.3562
7/11/2019,157.6263
7/21/2019,90.0832
8/1/2019,88.673
8/11/2019,83.2292
8/21/2019,78.5314
9/1/2019,62.9796
9/11/2019,60.0117
9/21/2019,55.5241
10/1/2019,92.1825
10/11/2019,135.6672
10/21/2019,162.7007
11/1/2019,199.8511
11/11/2019,240.6423
11/21/2019,293.2803
12/1/2019,355.7124
12/11/2019,375.9854
12/21/2019,401.3226
1/1/2020,366.6248
1/11/2020,323.9241
1/21/2020,307.9781
2/1/2020,278.5241
2/11/2020,239.7241
2/21/2020,187.7635
3/1/2020,162.1036
3/11/2020,152.1416
3/21/2020,189.7197
4/1/2020,207.4745
4/11/2020,304.7328
4/21/2020,393.5708
5/1/2020,413.0599
5/11/2020,417.838
5/21/2020,413.5839
6/1/2020,388.8672
6/11/2020,388.9956
6/21/2020,331.1372
7/1/2020,316.4146
7/11/2020,221.2044
7/21/2020,115.9985
8/1/2020,95.0453
8/11/2020,102.9766
8/21/2020,104.5796
9/1/2020,92.9679
9/11/2020,82.4628
9/21/2020,76.8599
10/1/2020,91.3504
10/11/2020,105.273
10/21/2020,117.2263
11/1/2020,133.6102
11/11/2020,123.8701
11/21/2020,130.7985
12/1/2020,130.6745
12/11/2020,137.5942
12/21/2020,153.1606
1/1/2021,137.0993
1/11/2021,119.0219
1/21/2021,103.1358
2/1/2021,77.4219
2/11/2021,71.6701
2/21/2021,73.0029
3/1/2021,71.181
3/11/2021,73.8307
3/21/2021,72.4219
4/1/2021,79.6336
4/11/2021,86.4788
4/21/2021,104.5036
5/1/2021,151.7796
5/11/2021,176.0044
5/21/2021,166.6847
6/1/2021,165.0409
6/11/2021,157.5547
6/21/2021,144.8774
7/1/2021,135.965
7/11/2021,130.8088
7/21/2021,114.2058
8/1/2021,69.1109
8/11/2021,45.8964
8/21/2021,46.1854
9/1/2021,45.219
9/11/2021,45.9591
9/21/2021,44.9956
10/1/2021,49.0657
10/11/2021,54.5007
10/21/2021,61.3328
11/1/2021,67.6131
11/11/2021,73.565
11/21/2021,94.6555
12/1/2021,107.4949
12/11/2021,117.5839
12/21/2021,143.4642
1/1/2022,135.7635
1/11/2022,137.2876
1/21/2022,131.035
2/1/2022,125.3606
2/11/2022,116.692
2/21/2022,93.4131
3/1/2022,83.1606
3/11/2022,74.7752
3/21/2022,64.8175
4/1/2022,70.5255
4/11/2022,88.6569
4/21/2022,154.4175
5/1/2022,162.5898
5/11/2022,165.3518
5/21/2022,169.946
6/1/2022,168.3328
6/11/2022,165.3518
6/21/2022,149.562
7/1/2022,147.7956
7/11/2022,123.1664
7/21/2022,57.1854
8/1/2022,51.8496
8/11/2022,54.7022
8/21/2022,50.9285
9/1/2022,53.0015
9/11/2022,51.6263
9/21/2022,50.5693
10/1/2022,53.6234
10/11/2022,59.0818
10/21/2022,64.4759
11/1/2022,79.4964
11/11/2022,91.6876
11/21/2022,99.962
12/1/2022,108.0482
12/11/2022,131.0861
12/21/2022,141.3781
1/1/2023,137.1577
1/11/2023,128.981
1/21/2023,122.9197
2/1/2023,101.3051
2/11/2023,82.5299
2/21/2023,68.3416
3/1/2023,59.146
3/11/2023,68.5372
3/21/2023,119.1766
4/1/2023,145.6759
4/11/2023,188.9606
4/21/2023,322.0307
5/1/2023,348.6234
5/11/2023,351.146
5/21/2023,355.9285
6/1/2023,357.9489
6/11/2023,328.6248
6/21/2023,272.238
7/1/2023,247.1358
7/11/2023,205.492
7/21/2023,74.5109
8/1/2023,53.0277
8/11/2023,53.7737
8/21/2023,52.5387
9/1/2023,48.1051
9/11/2023,45.9241
9/21/2023,41.9839
10/1/2023,45.0569
10/11/2023,70.5898
10/21/2023,143.0277
11/1/2023,202.7285
11/11/2023,253.5927
11/21/2023,275.4511
12/1/2023,279.9679
12/11/2023,288.9007
12/21/2023,300.0759
1/1/2024,296.0905
1/11/2024,284.327
1/21/2024,209.1489
2/1/2024,158.473
2/11/2024,108.1985
2/21/2024,116.0102
3/1/2024,114.7182
3/11/2024,108.5518
3/21/2024,102.8511
4/1/2024,196.6672
4/11/2024,205.7051
4/21/2024,285.9051
5/1/2024,319.7299
5/11/2024,321.7504
5/21/2024,302.3474
6/1/2024,300.308
6/11/2024,297.2861
6/21/2024,293.0584
7/1/2024,205.3562
7/11/2024,183.8336
7/21/2024,115.0423
8/1/2024,73.4511
8/11/2024,77.7489
8/21/2024,68.8876
9/1/2024,67.3314
9/11/2024,66.0526
9/21/2024,64.1971
10/1/2024,71.0657
10/11/2024,78.6088
10/21/2024,79.1547
11/1/2024,103.0204
11/11/2024,119.4759
11/21/2024,161.4745
12/1/2024,164.2876
12/11/2024,168.8234
12/21/2024,171.9299
1/1/2025,155.8234
1/11/2025,144.6686
1/21/2025,141.6686
2/1/2025,112.1139
2/11/2025,85.8307
2/21/2025,38.7518
3/1/2025,51.6686
3/11/2025,87.3299
3/21/2025,111.4496
1/1/1981,
1/11/1981,
1/21/1981,
2/1/1981,
2/11/1981,
2/21/1981,
3/1/1981,
3/11/1981,
3/21/1981,252.1922
4/1/1981,364.3456
4/11/1981,477.6892
4/21/1981,484.5215
5/1/1981,532.0982
5/11/1981,533.9325
5/21/1981,548.8323
6/1/1981,554.8875
6/11/1981,539.9959
6/21/1981,426.0409
7/1/1981,316.5276
7/11/1981,220.7996
7/21/1981,226.5665
8/1/1981,191.5562
8/11/1981,152.2106
8/21/1981,151.9387
9/1/1981,150.09
9/11/1981,150.0879
9/21/1981,155.998
10/1/1981,150.8712
10/11/1981,138.3088
10/21/1981,128.6728
11/1/1981,135.8671
11/11/1981,133.456
11/21/1981,128.4397
12/1/1981,129.2924
12/11/1981,157.8405
12/21/1981,141.4151
1/1/1982,137.4376
1/11/1982,148.3252
1/21/1982,141.7403
2/1/1982,138.0675
2/11/1982,154.0777
2/21/1982,145.7894
3/1/1982,144.7669
3/11/1982,117.0613
3/21/1982,126.4724
4/1/1982,144.5276
4/11/1982,186.8466
4/21/1982,267.362
5/1/1982,277.3272
5/11/1982,285.4703
5/21/1982,299.0613
6/1/1982,309.9468
6/11/1982,317.5112
6/21/1982,313.5542
7/1/1982,297.681
7/11/1982,242.3436
7/21/1982,169.407
8/1/1982,154.4703
8/11/1982,132.8937
8/21/1982,128.0389
9/1/1982,120.1718
9/11/1982,124.1207
9/21/1982,125.18
10/1/1982,128.1493
10/11/1982,150.7485
10/21/1982,164.1022
11/1/1982,186.4908
11/11/1982,213.7035
11/21/1982,306.4785
12/1/1982,367.5481
12/11/1982,362.4479
12/21/1982,369.7812
1/1/1983,373.9243
1/11/1983,355.3088
1/21/1983,340.1084
2/1/1983,308.3681
2/11/1983,329.0573
2/21/1983,225.6626
3/1/1983,156.5787
3/11/1983,163.5971
3/21/1983,165.3333
4/1/1983,163.0982
4/11/1983,185.0368
4/21/1983,263.9591
5/1/1983,279.4969
5/11/1983,233.1963
5/21/1983,250.8773
6/1/1983,263.998
6/11/1983,263.3006
6/21/1983,266.5399
7/1/1983,262.7219
7/11/1983,254.5542
7/21/1983,179.8221
8/1/1983,167.8691
8/11/1983,178.4806
8/21/1983,189.4192
9/1/1983,190.0491
9/11/1983,182.4151
9/21/1983,169.2229
10/1/1983,179.3497
10/11/1983,169.681
10/21/1983,172.5031
11/1/1983,185.3231
11/11/1983,191.6196
11/21/1983,182.3067
12/1/1983,181.3558
12/11/1983,178.2658
12/21/1983,212.3804
1/1/1984,205.3149
1/11/1984,198.2597
1/21/1984,196.317
2/1/1984,183.319
2/11/1984,155.3272
2/21/1984,147.8957
3/1/1984,139.0368
3/11/1984,145.0102
3/21/1984,104.593
4/1/1984,117.2147
4/11/1984,174.3211
4/21/1984,195.5603
5/1/1984,198.047
5/11/1984,197.1984
5/21/1984,188.1411
6/1/1984,187.6524
6/11/1984,180.5562
6/21/1984,175.8119
7/1/1984,159.3006
7/11/1984,103.3088
7/21/1984,97.274
8/1/1984,103.5685
8/11/1984,112.2495
8/21/1984,131.8998
9/1/1984,136.9141
9/11/1984,139.3476
9/21/1984,142.0389
10/1/1984,158.6626
10/11/1984,165.1513
10/21/1984,148.8855
11/1/1984,158.8875
11/11/1984,181.0286
11/21/1984,186.6973
12/1/1984,217.5787
12/11/1984,239.863
12/21/1984,237.4049
1/1/1985,216.2536
1/11/1985,205.0389
1/21/1985,206.6953
2/1/1985,255.1922
2/11/1985,241.4397
2/21/1985,228.0041
3/1/1985,192.1554
3/11/1985,176.1963
3/21/1985,260.1002
4/1/1985,323.3804
4/11/1985,441.8119
4/21/1985,481.8528
5/1/1985,443.9305
5/11/1985,446.6053
5/21/1985,453.9305
6/1/1985,459.5665
6/11/1985,482.4622
6/21/1985,400.3333
7/1/1985,342.3088
7/11/1985,233.9632
7/21/1985,191.409
8/1/1985,163.4397
8/11/1985,147.4397
8/21/1985,132.4642
9/1/1985,133.6748
9/11/1985,101.2413
9/21/1985,107.0838
10/1/1985,106.6421
10/11/1985,102.816
10/21/1985,99.6033
11/1/1985,146.6278
11/11/1985,165.4397
11/21/1985,176.9693
12/1/1985,179.1207
12/11/1985,187.8671
12/21/1985,192.9591
1/1/1986,200.4928
1/11/1986,208.1391
1/21/1986,202.5051
2/1/1986,157.9673
2/11/1986,138.4622
2/21/1986,120.4417
3/1/1986,123.9448
3/11/1986,115.6994
3/21/1986,117.9121
4/1/1986,151.3476
4/11/1986,172.6115
4/21/1986,262.1513
5/1/1986,306.7137
5/11/1986,319.5112
5/21/1986,337.6421
6/1/1986,337.1922
6/11/1986,337.1922
6/21/1986,328.2761
7/1/1986,286.7464
7/11/1986,262.7996
7/21/1986,180.7178
8/1/1986,129.5153
8/11/1986,128.9898
8/21/1986,115.2249
9/1/1986,103.9775
9/11/1986,110.0552
9/21/1986,103.6217
10/1/1986,114.9714
10/11/1986,109.9775
10/21/1986,119.7198
11/1/1986,155.9611
11/11/1986,152.6973
11/21/1986,170.5685
12/1/1986,215.3088
12/11/1986,233.1616
12/21/1986,234.2781
1/1/1987,244.6564
1/11/1987,255.9039
1/21/1987,252.8875
2/1/1987,218.7055
2/11/1987,231.8875
2/21/1987,220.7096
3/1/1987,195.1207
3/11/1987,235.0695
3/21/1987,237.1779
4/1/1987,266.0573
4/11/1987,284.4724
4/21/1987,303.818
5/1/1987,331.2393
5/11/1987,318.7526
5/21/1987,344.4765
6/1/1987,379.3129
6/11/1987,317.6564
6/21/1987,329.0613
7/1/1987,285.9734
7/11/1987,250.7014
7/21/1987,225.9959
8/1/1987,196.8098
8/11/1987,197.2413
8/21/1987,168.0225
9/1/1987,111.9407
9/11/1987,113.0327
9/21/1987,116.5562
10/1/1987,110.9734
10/11/1987,114.6892
10/21/1987,114.4397
11/1/1987,150.1329
11/11/1987,180.4029
11/21/1987,192.2945
12/1/1987,200.0164
12/11/1987,198.2045
12/21/1987,179.8569
1/1/1988,184.0327
1/11/1988,232.8773
1/21/1988,235.2454
2/1/1988,208.047
2/11/1988,165.4601
2/21/1988,148.8753
3/1/1988,150.2352
3/11/1988,171.8037
3/21/1988,259.9468
4/1/1988,290.5501
4/11/1988,327.1043
4/21/1988,419.1738
5/1/1988,445.9652
5/11/1988,464.5583
5/21/1988,476.229
6/1/1988,473.8937
6/11/1988,458.4479
6/21/1988,375.7117
7/1/1988,340.0409
7/11/1988,259.8609
7/21/1988,166.6851
8/1/1988,167.3313
8/11/1988,155.589
8/21/1988,159.5276
9/1/1988,157.0225
9/11/1988,152.8793
9/21/1988,154.9284
10/1/1988,170.8098
10/11/1988,163.7096
10/21/1988,157.8998
11/1/1988,142.3027
11/11/1988,144.6626
11/21/1988,139.5174
12/1/1988,136.5215
12/11/1988,136.6237
12/21/1988,168.5603
1/1/1989,193.5031
1/11/1989,213.3006
1/21/1989,230.4397
2/1/1989,290.8609
2/11/1989,280.5562
2/21/1989,269.8589
3/1/1989,274.6544
3/11/1989,303.6769
3/21/1989,315.3088
4/1/1989,365.4581
4/11/1989,364.1943
4/21/1989,381.0695
