date,region,county,market,category,commodity,unit,pricetype,price
9/15/2016,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,43
9/15/2016,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,87
9/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,29.41
9/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3500
9/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3100
9/15/2016,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,46.61
9/15/2016,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,5000
9/15/2016,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,71
9/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,27.34
9/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1521
9/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,4950
9/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,50.88
10/15/2016,,,Hola (Tana River),cereals and tubers,Maize (white),KG,Retail,58
10/15/2016,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,42
10/15/2016,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,32.99
10/15/2016,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,3000
10/15/2016,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,6292.5
10/15/2016,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,4500
10/15/2016,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,77.5
10/15/2016,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,46.5
10/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,45
10/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,32.59
10/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,2857.5
10/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3405
10/15/2016,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,48
10/15/2016,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,58.71
10/15/2016,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,Retail,176
10/15/2016,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,6055
10/15/2016,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,63
10/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,34.99
10/15/2016,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,59.99
10/15/2016,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,7200
10/15/2016,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,Retail,98
10/15/2016,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,92
10/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,27.69
10/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,2430
10/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3350
10/15/2016,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,46.59
10/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,27.99
10/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,4950
10/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,6862.5
11/15/2016,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,42
11/15/2016,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,92
11/15/2016,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,33.28
11/15/2016,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,7200
11/15/2016,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,35
11/15/2016,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,4500
11/15/2016,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,77.5
11/15/2016,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,45.8
11/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,45
11/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,2900
11/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2740
11/15/2016,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,48
11/15/2016,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,62.16
11/15/2016,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,94.94
11/15/2016,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,65
11/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,35.01
11/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,Wholesale,3000
11/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2755
11/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3600
11/15/2016,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,62.06
11/15/2016,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,5933
11/15/2016,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,48
11/15/2016,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,48
11/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,27.73
11/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3570
11/15/2016,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,51.31
11/15/2016,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,74
11/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,29.13
11/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,2495
11/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,4950
11/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,62.73
11/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,6750
12/15/2016,,,Hola (Tana River),cereals and tubers,Maize (white),KG,Retail,50
12/15/2016,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,96
12/15/2016,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,33.02
12/15/2016,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,35
12/15/2016,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,4500
12/15/2016,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,76.5
12/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,45
12/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,31.8
12/15/2016,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3700
12/15/2016,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,49
12/15/2016,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,87.2
12/15/2016,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,63.56
12/15/2016,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,94.2
12/15/2016,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,66
12/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,34.78
12/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,Wholesale,3000
12/15/2016,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2647
12/15/2016,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,62.1
12/15/2016,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,5990
12/15/2016,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,48
12/15/2016,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,48
12/15/2016,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,94
12/15/2016,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,29.81
12/15/2016,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,59.62
12/15/2016,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,77
12/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,29.54
12/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,2650
12/15/2016,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,69.7
1/15/2017,,,Hola (Tana River),cereals and tubers,Maize (white),KG,Retail,53.2
1/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,37.67
1/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,81.29
1/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,6385
1/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,38
1/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,4500
1/15/2017,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,79
1/15/2017,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,46.7
1/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,50
1/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,31.86
1/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,3042
1/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2803
1/15/2017,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,49
1/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,84.23
1/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,63.44
1/15/2017,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,55
1/15/2017,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,66
1/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,39.71
1/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3274
1/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,3920
1/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,72.8
1/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,7920
1/15/2017,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,Retail,48
1/15/2017,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,91
1/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,35.93
1/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,2620
1/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3356
1/15/2017,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,59.14
1/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,31.77
1/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,2780
1/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,80.66
1/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,7380
2/15/2017,,,Hola (Tana River),cereals and tubers,Maize (white),KG,Retail,54.5
2/15/2017,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,48
2/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,40.92
2/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,84.9
2/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,7155
2/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,48
2/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3000
2/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,4875
2/15/2017,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,47
2/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,50
2/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,40.52
2/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2893.75
2/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3735
2/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,89.26
2/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,67.19
2/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,100.27
2/15/2017,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,Retail,180
2/15/2017,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,6971.5
2/15/2017,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,64
2/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,41.83
2/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,Wholesale,4205
2/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3015
2/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,4360
2/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,8470
2/15/2017,Rift Valley,Baringo,Marigat (Baringo),pulses and nuts,Beans (dry),KG,Retail,112
2/15/2017,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,97
2/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,35.81
2/15/2017,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,64.36
2/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,38.55
2/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,3150
2/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,1862.5
2/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,82.23
3/15/2017,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,58
3/15/2017,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,120
3/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,50.02
3/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,100.03
3/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,7680
3/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,46.2
3/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3933.33
3/15/2017,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,91.2
3/15/2017,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,46.6
3/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,44.99
3/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,3900
3/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2872
3/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,3976
3/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,67.96
3/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,101.05
3/15/2017,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,7024
3/15/2017,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,59
3/15/2017,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,68.6
3/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,49.95
3/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3040
3/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,89.9
3/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,9616
3/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,46.55
3/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,3480
3/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3380
3/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,3776
3/15/2017,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,5320
3/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,38.61
3/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,3256
3/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2064
3/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,6750
3/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,87.42
3/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,8640
4/15/2017,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,117.3
4/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,50.34
4/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,4530
4/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,54
4/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,4016.67
4/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,90 KG,Wholesale,6800
4/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,45
4/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,4500
4/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3172.5
4/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,5027.5
4/15/2017,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,55
4/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (kerosene),L,Retail,64.38
4/15/2017,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,Retail,190
4/15/2017,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),90 KG,Wholesale,7532.5
4/15/2017,North Eastern,Garissa,Garissa,cereals and tubers,Maize (white),KG,Retail,60
4/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,53.95
4/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,3267.5
4/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,Wholesale,90
4/15/2017,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,Wholesale,10000
4/15/2017,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,62
4/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,47.58
4/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,3960
4/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,4900
4/15/2017,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,Wholesale,70.1
4/15/2017,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,7470
4/15/2017,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,Retail,92.6
4/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,46.41
4/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),90 KG,Wholesale,3687.5
4/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,6750
4/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,Wholesale,92.53
4/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),90 KG,Wholesale,9900
5/15/2017,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,87.9
5/15/2017,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,124.1
5/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,55.69
5/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,4898
5/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans,KG,Wholesale,110.39
5/15/2017,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,Wholesale,7785
5/15/2017,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),KG,Retail,58
5/15/2017,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),KG,Retail,89
5/15/2017,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,Retail,47
5/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,Retail,45
5/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,49.2
5/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,Wholesale,4704
5/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2986
5/15/2017,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,90 KG,Wholesale,5276
5/15/2017,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,Retail,50
5/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (diesel),L,Retail,88.05
5/15/2017,Nairobi,Nairobi,Nairobi,non-food,Fuel (petrol-gasoline),L,Retail,99.59
5/15/2017,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),KG,Retail,64
5/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,59.39
5/15/2017,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,Wholesale,5200
5/15/2017,Rift Valley,Baringo,Marigat (Baringo),cereals and tubers,Maize (white),KG,Retail,73
5/15/2017,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,Retail,120
5/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,47.28
5/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,Wholesale,4000
5/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2650
5/15/2017,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,Wholesale,5000
5/15/2017,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,Wholesale,6560
5/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,46.08
5/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,Wholesale,2700
5/15/2017,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,Wholesale,6750
6/15/2017,Coast,Kilifi,Kilifi,cereals and tubers,Maize (white),KG,Retail,57.9
6/15/2017,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,Retail,121.3
6/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize,KG,Wholesale,51.84
6/15/2017,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,Wholesale,4806.5
