date,region,county,market,category,commodity,unit,pricetype,price
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,Rice (aromatic),50 KG,Wholesale,7500
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,126 KG,Wholesale,2756.25
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Kale,50 KG,Wholesale,1218.75
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onions (dry),13 KG,Wholesale,1244.75
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,64 KG,Wholesale,3747.2
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3330
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2500
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),pulses and nuts,Cowpeas,90 KG,Wholesale,7200
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Cabbage,126 KG,Wholesale,4200
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),13 KG,Wholesale,780
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,2306.25
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (yellow),90 KG,Wholesale,6975
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,90 KG,Wholesale,7987.5
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,50 KG,Wholesale,2125
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),13 KG,Wholesale,1040
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1991.25
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),50 KG,Wholesale,6416.67
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum (white),90 KG,Wholesale,8100
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),90 KG,Wholesale,8223.75
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,126 KG,Wholesale,2126.25
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Kale,50 KG,Wholesale,1250
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),13 KG,Wholesale,792.67
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,64 KG,Wholesale,2809.6
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2411.25
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),50 KG,Wholesale,7000
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7350
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),90 KG,Wholesale,8100
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,126 KG,Wholesale,1669.5
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,50 KG,Wholesale,1250
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),13 KG,Wholesale,983.12
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,64 KG,Wholesale,3520
2/15/2022,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,40.04
2/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),vegetables and fruits,Tomatoes,64 KG,Wholesale,3443.2
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3600
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),90 KG,Wholesale,6750
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7290
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,Wholesale,5400
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,50 KG,Wholesale,1643.75
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),13 KG,Wholesale,1365
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,64 KG,Wholesale,2238.4
2/15/2022,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,4005
2/15/2022,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,"Potatoes (Irish, red)",50 KG,Wholesale,2300
2/15/2022,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,Rice (aromatic),50 KG,Wholesale,6500
2/15/2022,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7200
2/15/2022,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (yellow),90 KG,Wholesale,9375
2/15/2022,North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,Tomatoes,64 KG,Wholesale,5440
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3897
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,10722.38
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (yellow),90 KG,Wholesale,11196
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Cowpeas,90 KG,Wholesale,11997
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Onions (dry),13 KG,Wholesale,1024.72
2/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Tomatoes,64 KG,Wholesale,5579.2
2/15/2022,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,Wholesale,35.59
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3150
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,4000
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dolichos),90 KG,Wholesale,8100
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,8100
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),90 KG,Wholesale,11025
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,90 KG,Wholesale,7762.5
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,50 KG,Wholesale,1687.5
2/15/2022,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,64 KG,Wholesale,3200
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1855
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),pulses and nuts,Beans (yellow),90 KG,Wholesale,9000
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Cabbage,126 KG,Wholesale,3150
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Onions (dry),13 KG,Wholesale,715
2/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Tomatoes,64 KG,Wholesale,1920
2/15/2022,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,34.15
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3150
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2695
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),90 KG,Wholesale,4500
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),90 KG,Wholesale,5910.75
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,6499.12
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),90 KG,Wholesale,6300
2/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,64 KG,Wholesale,2932.8
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,36.03
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1950
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dolichos),90 KG,Wholesale,12150
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Kale,50 KG,Wholesale,3500
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onions (dry),13 KG,Wholesale,866.67
2/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,64 KG,Wholesale,6041.6
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, red)",50 KG,Wholesale,1488.75
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1472.5
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,8668.5
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (yellow),90 KG,Wholesale,11880
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Kale,50 KG,Wholesale,2416.25
2/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Tomatoes,64 KG,Wholesale,3200
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,2898
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1217.5
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,Rice (aromatic),50 KG,Wholesale,5000
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,90 KG,Wholesale,11100
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Cabbage,126 KG,Wholesale,1946.7
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,50 KG,Wholesale,856.25
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),13 KG,Wholesale,845
2/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Tomatoes,64 KG,Wholesale,2224
3/15/2022,Central,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",50 KG,Wholesale,2117.5
3/15/2022,Central,Nyeri,Karatina (Nyeri),cereals and tubers,Sorghum (white),90 KG,Wholesale,5400
3/15/2022,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,126 KG,Wholesale,1638
3/15/2022,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,50 KG,Wholesale,1250
3/15/2022,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,64 KG,Wholesale,2960
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2500
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (dolichos),90 KG,Wholesale,7200
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,126 KG,Wholesale,3885
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onions (dry),13 KG,Wholesale,1113.67
3/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,64 KG,Wholesale,4480
3/15/2022,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),13 KG,Wholesale,606.67
3/15/2022,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Tomatoes,64 KG,Wholesale,2880
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,2362.5
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1937.5
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (white),90 KG,Wholesale,4106.25
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,90 KG,Wholesale,5906.25
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,50 KG,Wholesale,1937.5
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),13 KG,Wholesale,1056.25
3/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Tomatoes,64 KG,Wholesale,2240
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),50 KG,Wholesale,6637.5
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,126 KG,Wholesale,2362.5
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Kale,50 KG,Wholesale,750
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),13 KG,Wholesale,699.08
3/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,64 KG,Wholesale,2894.4
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),50 KG,Wholesale,7000
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),90 KG,Wholesale,7200
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7200
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),90 KG,Wholesale,7650
3/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,64 KG,Wholesale,3520
3/15/2022,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,KG,Wholesale,25.03
3/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),vegetables and fruits,Tomatoes,64 KG,Wholesale,3443.2
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2250
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),50 KG,Wholesale,6312.5
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7515
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,Wholesale,7942.5
3/15/2022,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,126 KG,Wholesale,2756.25
3/15/2022,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,4140
3/15/2022,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7245
3/15/2022,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (yellow),90 KG,Wholesale,8932.5
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2875
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,Rice (aromatic),50 KG,Wholesale,7780
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (yellow),90 KG,Wholesale,11196
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Kale,50 KG,Wholesale,1591.25
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Onions (dry),13 KG,Wholesale,999.7
3/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Tomatoes,64 KG,Wholesale,5600
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Potatoes (Irish, red)",50 KG,Wholesale,4000
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,8175
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),90 KG,Wholesale,10800
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,90 KG,Wholesale,8250
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Onions (dry),13 KG,Wholesale,780
3/15/2022,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,64 KG,Wholesale,3200
3/15/2022,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,35.31
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3150
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,3076.25
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice (aromatic),50 KG,Wholesale,4940
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),90 KG,Wholesale,4500
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),90 KG,Wholesale,6988.5
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,6367.5
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onions (dry),13 KG,Wholesale,1111.5
3/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,64 KG,Wholesale,3248
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,KG,Wholesale,33.43
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1743.75
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice (aromatic),50 KG,Wholesale,4350
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (yellow),90 KG,Wholesale,10237.5
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Kale,50 KG,Wholesale,3500
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onions (dry),13 KG,Wholesale,1126.67
3/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,64 KG,Wholesale,4401.07
3/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, red)",50 KG,Wholesale,2030
3/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,2030
3/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,8802
3/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Cabbage,126 KG,Wholesale,2973.6
3/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Kale,50 KG,Wholesale,3000
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,2898
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Potatoes (Irish, white)",50 KG,Wholesale,1376.25
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,Rice (aromatic),50 KG,Wholesale,5075
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (dolichos),90 KG,Wholesale,6750
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,6498
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (yellow),90 KG,Wholesale,7287.75
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,90 KG,Wholesale,9900
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,50 KG,Wholesale,562.5
3/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),13 KG,Wholesale,755.62
4/15/2022,Central,Nyeri,Karatina (Nyeri),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,2997
4/15/2022,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),13 KG,Wholesale,1105
4/15/2022,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,64 KG,Wholesale,3680
4/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (yellow),90 KG,Wholesale,7200
4/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Cowpeas,90 KG,Wholesale,6300
4/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,64 KG,Wholesale,4412
4/15/2022,Eastern,Makueni,Kathonzweni (Makueni),pulses and nuts,Cowpeas,90 KG,Wholesale,7200
4/15/2022,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),13 KG,Wholesale,780
4/15/2022,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Tomatoes,64 KG,Wholesale,2560
4/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (white),90 KG,Wholesale,5062.5
4/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,6300
4/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (yellow),90 KG,Wholesale,7593.75
4/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,50 KG,Wholesale,2437.5
4/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),13 KG,Wholesale,1348.75
4/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Tomatoes,64 KG,Wholesale,3440
4/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),90 KG,Wholesale,6290
4/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (yellow),90 KG,Wholesale,8225.67
4/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,90 KG,Wholesale,8001
4/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Kale,50 KG,Wholesale,750
4/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),13 KG,Wholesale,631.67
4/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,64 KG,Wholesale,3547
4/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,7175.25
4/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),90 KG,Wholesale,8624.25
4/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,50 KG,Wholesale,1437.5
4/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),13 KG,Wholesale,975
4/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,64 KG,Wholesale,3920
4/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),vegetables and fruits,Tomatoes,64 KG,Wholesale,3689.5
4/15/2022,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),90 KG,Wholesale,7222.5
4/15/2022,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),90 KG,Wholesale,10125
4/15/2022,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),13 KG,Wholesale,1300
4/15/2022,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,64 KG,Wholesale,4581.75
4/15/2022,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,4440
4/15/2022,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,8100
4/15/2022,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (yellow),90 KG,Wholesale,9900
4/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (dolichos),90 KG,Wholesale,11997
4/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (rosecoco),90 KG,Wholesale,10597.5
4/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (yellow),90 KG,Wholesale,11196
4/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Kale,50 KG,Wholesale,1635
4/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Tomatoes,64 KG,Wholesale,5946
4/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),pulses and nuts,Beans (yellow),90 KG,Wholesale,7497
4/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Kale,50 KG,Wholesale,1500
4/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Onions (dry),13 KG,Wholesale,845
4/15/2022,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize,KG,Wholesale,35.88
4/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",90 KG,Wholesale,3975.75
4/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),90 KG,Wholesale,4500
4/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),90 KG,Wholesale,7117.5
4/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),90 KG,Wholesale,7050
4/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,90 KG,Wholesale,9000
