year,month,commodity,category,normalized_price
2021,3,Cabbage,vegetables and fruits,20.0
2021,3,Cabbage,vegetables and fruits,37.5
2023,3,Cabbage,vegetables and fruits,32.5
2023,3,Cabbage,vegetables and fruits,35.0
2021,3,Cabbage,vegetables and fruits,12.3
2023,7,Cabbage,vegetables and fruits,28.89
2023,2,Cabbage,vegetables and fruits,43.17
2024,9,Cabbage,vegetables and fruits,31.0
2023,7,Cabbage,vegetables and fruits,8.15
2021,3,Cabbage,vegetables and fruits,9.5
2024,10,Cabbage,vegetables and fruits,21.67
2023,7,Cabbage,vegetables and fruits,26.3
2024,11,Cabbage,vegetables and fruits,20.56
2023,2,Cabbage,vegetables and fruits,13.27
2023,2,Cabbage,vegetables and fruits,28.5
2021,3,Cabbage,vegetables and fruits,50.0
2023,3,Cabbage,vegetables and fruits,32.83
2021,12,Cabbage,vegetables and fruits,18.2
2024,2,Cabbage,vegetables and fruits,17.5
2022,10,Cabbage,vegetables and fruits,30.0
2022,7,Cabbage,vegetables and fruits,21.0
2022,3,Cabbage,vegetables and fruits,23.6
2021,7,Cabbage,vegetables and fruits,15.0
2022,7,Cabbage,vegetables and fruits,33.75
2022,7,Cabbage,vegetables and fruits,40.0
2021,10,Cabbage,vegetables and fruits,29.17
2022,3,Cabbage,vegetables and fruits,21.88
2022,7,Cabbage,vegetables and fruits,20.0
2021,7,Cabbage,vegetables and fruits,10.0
2022,7,Cabbage,vegetables and fruits,13.3
2021,10,Cabbage,vegetables and fruits,14.57
2021,7,Cabbage,vegetables and fruits,30.0
2022,3,Cabbage,vegetables and fruits,18.75
2022,3,Cabbage,vegetables and fruits,30.83
2022,3,Cabbage,vegetables and fruits,13.0
2022,2,Cabbage,vegetables and fruits,15.45
2021,10,Cabbage,vegetables and fruits,91.67
2022,8,Cabbage,vegetables and fruits,16.96
2022,2,Cabbage,vegetables and fruits,16.88
2022,2,Cabbage,vegetables and fruits,13.25
2021,6,Cabbage,vegetables and fruits,26.11
2021,10,Cabbage,vegetables and fruits,40.0
2022,8,Cabbage,vegetables and fruits,26.0
2022,7,Cabbage,vegetables and fruits,12.0
2021,6,Cabbage,vegetables and fruits,20.83
2022,7,Cabbage,vegetables and fruits,11.04
2022,2,Cabbage,vegetables and fruits,25.0
2021,7,Cabbage,vegetables and fruits,17.5
2021,10,Cabbage,vegetables and fruits,35.0
2022,5,Cabbage,vegetables and fruits,35.0
2022,7,Cabbage,vegetables and fruits,25.0
2021,10,Cabbage,vegetables and fruits,22.56
2021,10,Cabbage,vegetables and fruits,18.85
2021,10,Cabbage,vegetables and fruits,20.48
2022,6,Cabbage,vegetables and fruits,15.21
2021,9,Cabbage,vegetables and fruits,8.3
2021,9,Cabbage,vegetables and fruits,24.37
2022,5,Cabbage,vegetables and fruits,21.25
2021,6,Cabbage,vegetables and fruits,15.0
2022,5,Cabbage,vegetables and fruits,43.54
2022,5,Cabbage,vegetables and fruits,15.33
2021,8,Cabbage,vegetables and fruits,26.0
2022,5,Cabbage,vegetables and fruits,37.4
2021,8,Cabbage,vegetables and fruits,30.0
2021,9,Cabbage,vegetables and fruits,25.0
2021,8,Cabbage,vegetables and fruits,85.0
2022,5,Cabbage,vegetables and fruits,24.0
2021,8,Cabbage,vegetables and fruits,20.0
2021,8,Cabbage,vegetables and fruits,25.0
2022,6,Cabbage,vegetables and fruits,13.05
2022,6,Cabbage,vegetables and fruits,14.8
2021,9,Cabbage,vegetables and fruits,24.25
2021,7,Cabbage,vegetables and fruits,50.0
2022,6,Cabbage,vegetables and fruits,25.63
2021,9,Cabbage,vegetables and fruits,28.0
2021,7,Cabbage,vegetables and fruits,38.3
2021,9,Cabbage,vegetables and fruits,40.0
2022,6,Cabbage,vegetables and fruits,23.75
2021,10,Cabbage,vegetables and fruits,11.8
2021,9,Cabbage,vegetables and fruits,32.19
2021,9,Cabbage,vegetables and fruits,95.0
2022,6,Cabbage,vegetables and fruits,15.0
2022,6,Cabbage,vegetables and fruits,37.5
2022,5,Cabbage,vegetables and fruits,14.55
2022,5,Cabbage,vegetables and fruits,30.0
2021,7,Cabbage,vegetables and fruits,22.0
2021,9,Cabbage,vegetables and fruits,35.0
2022,8,Cabbage,vegetables and fruits,40.0
2021,9,Cabbage,vegetables and fruits,17.5
2022,9,Cabbage,vegetables and fruits,30.0
2022,1,Cabbage,vegetables and fruits,11.5
2022,1,Cabbage,vegetables and fruits,42.07
2022,1,Cabbage,vegetables and fruits,19.47
2022,9,Cabbage,vegetables and fruits,14.73
2022,9,Cabbage,vegetables and fruits,32.0
2021,6,Cabbage,vegetables and fruits,25.0
2022,9,Cabbage,vegetables and fruits,13.5
2022,9,Cabbage,vegetables and fruits,24.54
2022,9,Cabbage,vegetables and fruits,15.25
2021,12,Cabbage,vegetables and fruits,8.33
2021,12,Cabbage,vegetables and fruits,31.06
2021,11,Cabbage,vegetables and fruits,21.25
2022,1,Cabbage,vegetables and fruits,34.37
2021,11,Cabbage,vegetables and fruits,13.0
2022,9,Cabbage,vegetables and fruits,21.33
2022,1,Cabbage,vegetables and fruits,43.3
2022,9,Cabbage,vegetables and fruits,58.07
2021,11,Cabbage,vegetables and fruits,15.4
2021,6,Cabbage,vegetables and fruits,29.17
2021,6,Cabbage,vegetables and fruits,12.0
2021,11,Cabbage,vegetables and fruits,37.33
2022,9,Cabbage,vegetables and fruits,16.7
2022,1,Cabbage,vegetables and fruits,20.0
2021,12,Cabbage,vegetables and fruits,37.5
2021,12,Cabbage,vegetables and fruits,15.92
2022,9,Cabbage,vegetables and fruits,7.98
2021,12,Cabbage,vegetables and fruits,17.5
2022,1,Cabbage,vegetables and fruits,15.63
2021,6,Cabbage,vegetables and fruits,50.0
2022,10,Cabbage,vegetables and fruits,15.0
2022,1,Cabbage,vegetables and fruits,17.2
2022,10,Cabbage,vegetables and fruits,15.67
2021,11,Cabbage,vegetables and fruits,21.67
2022,2,Cabbage,vegetables and fruits,10.13
2022,8,Cabbage,vegetables and fruits,24.17
2021,12,Cabbage,vegetables and fruits,45.34
2021,12,Cabbage,vegetables and fruits,35.0
2022,2,Cabbage,vegetables and fruits,21.88
2022,8,Cabbage,vegetables and fruits,15.31
2022,2,Cabbage,vegetables and fruits,33.33
2021,12,Cabbage,vegetables and fruits,11.7
2021,6,Cabbage,vegetables and fruits,80.0
2022,9,Cabbage,vegetables and fruits,16.83
2022,8,Cabbage,vegetables and fruits,28.73
2022,2,Cooking fat,oil and fats,210.0
2021,7,Cooking fat,oil and fats,196.0
2021,7,Cooking fat,oil and fats,230.0
2021,1,Cooking fat,oil and fats,143.33
2021,4,Cooking fat,oil and fats,168.33
2022,1,Cooking fat,oil and fats,310.0
2021,9,Cooking fat,oil and fats,185.0
2021,12,Cooking fat,oil and fats,180.0
2021,7,Cooking fat,oil and fats,183.33
2021,10,Cooking fat,oil and fats,188.0
2021,6,Cooking fat,oil and fats,247.5
2021,7,Cooking fat,oil and fats,150.0
2021,4,Cooking fat,oil and fats,178.18
2021,4,Cooking fat,oil and fats,159.0
2021,9,Cooking fat,oil and fats,180.0
2024,1,Cooking fat,oil and fats,160.0
2023,6,Cooking fat,oil and fats,250.0
2022,1,Cooking fat,oil and fats,196.67
2022,2,Cooking fat,oil and fats,296.67
2021,9,Cooking fat,oil and fats,206.67
2021,6,Cooking fat,oil and fats,220.0
2021,4,Cooking fat,oil and fats,165.74
2021,9,Cooking fat,oil and fats,257.5
2021,6,Cooking fat,oil and fats,200.0
2021,4,Cooking fat,oil and fats,179.29
2023,12,Cooking fat,oil and fats,200.0
2024,12,Cooking fat,oil and fats,380.0
2021,5,Cooking fat,oil and fats,150.0
2021,3,Cooking fat,oil and fats,247.5
2021,6,Cooking fat,oil and fats,162.69
2021,11,Cooking fat,oil and fats,197.5
2023,1,Cooking fat,oil and fats,200.0
2021,2,Cooking fat,oil and fats,200.0
2021,11,Cooking fat,oil and fats,204.0
2021,8,Cooking fat,oil and fats,176.67
2021,3,Cooking fat,oil and fats,180.0
2021,3,Cooking fat,oil and fats,163.33
2021,5,Cooking fat,oil and fats,180.0
2021,1,Cooking fat,oil and fats,146.67
2021,3,Cooking fat,oil and fats,149.54
2021,4,Cooking fat,oil and fats,200.0
2021,3,Cooking fat,oil and fats,153.75
2021,8,Cooking fat,oil and fats,141.25
2021,5,Cooking fat,oil and fats,146.0
2021,3,Cooking fat,oil and fats,150.0
2021,3,Cooking fat,oil and fats,110.0
2021,11,Cooking fat,oil and fats,220.0
2021,5,Cooking fat,oil and fats,144.89
2021,8,Cooking fat,oil and fats,266.5
2021,5,Cooking fat,oil and fats,120.0
2021,3,Cooking fat,oil and fats,203.33
2021,8,Cooking fat,oil and fats,172.5
2021,8,Cooking fat,oil and fats,250.0
2021,11,Cooking fat,oil and fats,260.0
2021,8,Cooking fat,oil and fats,190.0
2021,6,Cooking fat,oil and fats,165.0
2021,6,Cooking fat,oil and fats,166.31
2021,4,Cooking fat,oil and fats,150.0
2021,1,Cooking fat,oil and fats,130.0
2021,8,Cooking fat,oil and fats,182.91
2021,2,Cooking fat,oil and fats,137.89
2021,8,Cooking fat,oil and fats,183.33
2021,2,Cooking fat,oil and fats,135.76
2021,4,Cooking fat,oil and fats,147.45
2021,8,Cooking fat,oil and fats,230.0
2021,4,Cooking fat,oil and fats,240.0
2021,8,Cooking fat,oil and fats,180.0
2021,8,Cooking fat,oil and fats,180.91
2021,7,Cooking fat,oil and fats,200.0
2021,2,Cowpea leaves,vegetables and fruits,14.0
2021,2,Cowpea leaves,vegetables and fruits,35.0
2021,2,Cowpea leaves,vegetables and fruits,28.0
2021,2,Cowpea leaves,vegetables and fruits,21.0
2021,2,Cowpea leaves,vegetables and fruits,48.0
2021,1,Cowpea leaves,vegetables and fruits,30.0
2021,1,Cowpea leaves,vegetables and fruits,10.0
2021,2,Cowpea leaves,vegetables and fruits,58.0
2021,5,Cowpea leaves,vegetables and fruits,14.0
2021,7,Cowpea leaves,vegetables and fruits,30.0
2021,3,Cowpea leaves,vegetables and fruits,17.0
2021,5,Cowpea leaves,vegetables and fruits,15.0
2021,4,Cowpea leaves,vegetables and fruits,26.0
2021,5,Cowpea leaves,vegetables and fruits,30.0
2021,4,Cowpea leaves,vegetables and fruits,10.0
2021,4,Cowpea leaves,vegetables and fruits,23.0
2021,6,Cowpea leaves,vegetables and fruits,30.0
2021,8,Cowpea leaves,vegetables and fruits,40.0
2021,3,Cowpea leaves,vegetables and fruits,26.0
2021,4,Cowpea leaves,vegetables and fruits,30.0
2021,3,Cowpea leaves,vegetables and fruits,50.0
2021,6,Cowpea leaves,vegetables and fruits,46.0
2021,7,Cowpea leaves,vegetables and fruits,33.0
2021,6,Cowpea leaves,vegetables and fruits,17.0
2021,5,Cowpea leaves,vegetables and fruits,17.0
2021,3,Cowpea leaves,vegetables and fruits,40.0
2021,6,Cowpeas,pulses and nuts,95.0
2021,1,Cowpeas,pulses and nuts,60.0
2021,11,Cowpeas,pulses and nuts,88.33
2021,5,Cowpeas,pulses and nuts,45.0
2021,6,Cowpeas,pulses and nuts,61.47
2021,11,Cowpeas,pulses and nuts,76.67
2021,4,Cowpeas,pulses and nuts,86.67
2024,4,Cowpeas,pulses and nuts,100.0
2021,5,Cowpeas,pulses and nuts,80.0
2022,12,Cowpeas,pulses and nuts,138.9
2022,9,Cowpeas,pulses and nuts,111.1
2024,5,Cowpeas,pulses and nuts,83.66
2021,5,Cowpeas,pulses and nuts,83.3
2022,2,Cowpeas,pulses and nuts,85.6
2024,5,Cowpeas,pulses and nuts,65.0
2022,2,Cowpeas,pulses and nuts,133.3
2024,5,Cowpeas,pulses and nuts,72.22
2022,2,Cowpeas,pulses and nuts,60.0
2022,2,Cowpeas,pulses and nuts,80.0
2022,8,Cowpeas,pulses and nuts,131.98
2021,11,Cowpeas,pulses and nuts,111.1
2022,8,Cowpeas,pulses and nuts,86.7
2023,7,Cowpeas,pulses and nuts,72.2
2022,9,Cowpeas,pulses and nuts,86.67
2022,2,Cowpeas,pulses and nuts,88.75
2021,4,Cowpeas,pulses and nuts,100.0
2022,12,Cowpeas,pulses and nuts,123.33
2021,4,Cowpeas,pulses and nuts,75.0
2021,10,Cowpeas,pulses and nuts,115.0
2021,11,Cowpeas,pulses and nuts,78.33
2021,9,Cowpeas,pulses and nuts,65.0
2023,7,Cowpeas,pulses and nuts,84.39
2024,4,Cowpeas,pulses and nuts,78.89
2021,12,Cowpeas,pulses and nuts,77.8
2024,3,Cowpeas,pulses and nuts,66.67
2022,10,Cowpeas,pulses and nuts,133.3
2024,2,Cowpeas,pulses and nuts,91.05
2023,12,Cowpeas,pulses and nuts,100.0
2021,12,Cowpeas,pulses and nuts,94.74
2022,10,Cowpeas,pulses and nuts,114.5
2021,11,Cowpeas,pulses and nuts,106.5
2021,12,Cowpeas,pulses and nuts,100.0
2021,6,Cowpeas,pulses and nuts,85.0
2021,12,Cowpeas,pulses and nuts,90.0
2021,12,Cowpeas,pulses and nuts,108.36
2021,12,Cowpeas,pulses and nuts,60.3
2024,1,Cowpeas,pulses and nuts,100.0
2021,5,Cowpeas,pulses and nuts,100.0
2022,10,Cowpeas,pulses and nuts,125.0
2021,5,Cowpeas,pulses and nuts,90.0
2021,6,Cowpeas,pulses and nuts,60.0
2022,10,Cowpeas,pulses and nuts,90.0
2021,6,Cowpeas,pulses and nuts,80.0
2022,9,Cowpeas,pulses and nuts,84.17
2022,2,Cowpeas,pulses and nuts,86.25
2022,1,Cowpeas,pulses and nuts,133.3
2021,11,Cowpeas,pulses and nuts,90.0
2024,4,Cowpeas,pulses and nuts,55.0
2022,11,Cowpeas,pulses and nuts,130.0
2021,11,Cowpeas,pulses and nuts,60.0
2024,3,Cowpeas,pulses and nuts,100.0
2022,9,Cowpeas,pulses and nuts,130.0
2022,1,Cowpeas,pulses and nuts,58.12
2023,8,Cowpeas,pulses and nuts,100.0
2021,5,Cowpeas,pulses and nuts,59.16
2022,10,Cowpeas,pulses and nuts,180.0
2022,1,Cowpeas,pulses and nuts,80.0
2024,2,Cowpeas,pulses and nuts,60.0
2021,6,Cowpeas,pulses and nuts,66.7
2022,10,Cowpeas,pulses and nuts,140.67
2022,11,Cowpeas,pulses and nuts,145.0
2023,6,Cowpeas,pulses and nuts,101.72
2024,5,Cowpeas,pulses and nuts,100.0
2022,7,Cowpeas,pulses and nuts,107.5
2021,2,Cowpeas,pulses and nuts,58.4
2024,12,Cowpeas,pulses and nuts,90.0
2021,9,Cowpeas,pulses and nuts,60.0
2023,2,Cowpeas,pulses and nuts,90.0
2022,4,Cowpeas,pulses and nuts,100.0
2021,7,Cowpeas,pulses and nuts,90.0
2021,9,Cowpeas,pulses and nuts,90.0
2022,6,Cowpeas,pulses and nuts,122.5
2021,3,Cowpeas,pulses and nuts,111.1
2021,2,Cowpeas,pulses and nuts,65.0
2022,6,Cowpeas,pulses and nuts,133.3
2023,2,Cowpeas,pulses and nuts,128.0
2022,4,Cowpeas,pulses and nuts,88.9
2021,7,Cowpeas,pulses and nuts,121.47
2022,4,Cowpeas,pulses and nuts,80.0
2022,4,Cowpeas,pulses and nuts,70.0
2022,6,Cowpeas,pulses and nuts,102.5
2022,5,Cowpeas,pulses and nuts,73.75
2024,11,Cowpeas,pulses and nuts,85.0
2022,6,Cowpeas,pulses and nuts,80.0
2021,2,Cowpeas,pulses and nuts,112.0
2024,9,Cowpeas,pulses and nuts,60.0
2021,9,Cowpeas,pulses and nuts,70.0
2021,3,Cowpeas,pulses and nuts,80.0
2023,4,Cowpeas,pulses and nuts,133.3
2022,5,Cowpeas,pulses and nuts,90.0
2023,4,Cowpeas,pulses and nuts,106.7
2021,9,Cowpeas,pulses and nuts,67.5
2023,3,Cowpeas,pulses and nuts,122.0
2021,3,Cowpeas,pulses and nuts,50.0
2023,3,Cowpeas,pulses and nuts,110.41
2023,4,Cowpeas,pulses and nuts,134.75
2022,5,Cowpeas,pulses and nuts,97.8
2023,4,Cowpeas,pulses and nuts,124.5
2023,3,Cowpeas,pulses and nuts,91.26
2022,5,Cowpeas,pulses and nuts,101.88
2024,8,Cowpeas,pulses and nuts,50.0
2022,3,Cowpeas,pulses and nuts,110.0
2022,8,Cowpeas,pulses and nuts,90.0
2021,3,Cowpeas,pulses and nuts,70.0
2021,7,Cowpeas,pulses and nuts,55.0
2023,1,Cowpeas,pulses and nuts,170.0
2022,3,Cowpeas,pulses and nuts,65.63
2022,7,Cowpeas,pulses and nuts,100.0
2023,6,Cowpeas,pulses and nuts,88.9
2021,7,Cowpeas,pulses and nuts,60.0
2023,1,Cowpeas,pulses and nuts,122.41
2022,2,Cowpeas,pulses and nuts,123.33
2021,4,Cowpeas,pulses and nuts,73.36
2022,7,Cowpeas,pulses and nuts,131.08
2021,4,Cowpeas,pulses and nuts,56.52
2022,7,Cowpeas,pulses and nuts,90.0
2022,12,Cowpeas,pulses and nuts,101.0
2021,4,Cowpeas,pulses and nuts,105.82
2021,10,Cowpeas,pulses and nuts,90.0
2023,3,Cowpeas,pulses and nuts,113.34
2021,1,Cowpeas,pulses and nuts,50.0
2021,1,Cowpeas,pulses and nuts,100.0
2023,5,Cowpeas,pulses and nuts,114.67
2022,7,Cowpeas,pulses and nuts,123.9
2021,1,Cowpeas,pulses and nuts,94.0
2023,2,Cowpeas,pulses and nuts,100.0
2023,5,Cowpeas,pulses and nuts,99.99
2022,7,Cowpeas,pulses and nuts,87.5
2021,2,Cowpeas,pulses and nuts,60.0
2023,1,Cowpeas,pulses and nuts,200.0
2021,2,Cowpeas,pulses and nuts,66.67
2021,4,Cowpeas,pulses and nuts,72.2
2021,4,Cowpeas,pulses and nuts,60.0
2024,6,Cowpeas,pulses and nuts,65.0
2021,2,Cowpeas,pulses and nuts,64.47
2023,5,Cowpeas,pulses and nuts,162.4
2022,3,Cowpeas,pulses and nuts,91.67
2023,1,Cowpeas,pulses and nuts,124.7
2021,4,Cowpeas,pulses and nuts,43.33
2024,6,Cowpeas,pulses and nuts,72.22
2021,10,Cowpeas,pulses and nuts,72.5
2022,3,Cowpeas,pulses and nuts,88.25
2021,9,Cowpeas,pulses and nuts,140.0
2021,3,Cowpeas,pulses and nuts,58.33
2022,10,Cowpeas,pulses and nuts,140.0
2021,5,"Fish (omena, dry)","meat, fish and eggs",141.0
2021,6,"Fish (omena, dry)","meat, fish and eggs",144.0
2021,3,"Fish (omena, dry)","meat, fish and eggs",180.0
2021,7,"Fish (omena, dry)","meat, fish and eggs",170.0
2021,8,"Fish (omena, dry)","meat, fish and eggs",97.0
2021,3,"Fish (omena, dry)","meat, fish and eggs",200.0
2021,6,"Fish (omena, dry)","meat, fish and eggs",130.0
2021,5,"Fish (omena, dry)","meat, fish and eggs",133.0
2021,8,"Fish (omena, dry)","meat, fish and eggs",133.0
2021,4,"Fish (omena, dry)","meat, fish and eggs",156.0
2021,2,"Fish (omena, dry)","meat, fish and eggs",125.0
2021,3,"Fish (omena, dry)","meat, fish and eggs",137.0
2021,4,"Fish (omena, dry)","meat, fish and eggs",133.0
2021,7,"Fish (omena, dry)","meat, fish and eggs",115.0
2021,7,"Fish (omena, dry)","meat, fish and eggs",144.0
2021,8,"Fish (omena, dry)","meat, fish and eggs",176.0
2021,4,"Fish (omena, dry)","meat, fish and eggs",183.0
2018,4,Fuel (diesel),non-food,97.86
2018,11,Fuel (diesel),non-food,112.83
2018,8,Fuel (diesel),non-food,102.74
2015,6,Fuel (diesel),non-food,84.56
2018,5,Fuel (diesel),non-food,98.64
2020,9,Fuel (diesel),non-food,94.51
2017,2,Fuel (diesel),non-food,89.26
2014,7,Fuel (diesel),non-food,104.67
2017,8,Fuel (diesel),non-food,85.86
2016,1,Fuel (diesel),non-food,76.7
2017,5,Fuel (diesel),non-food,88.05
2017,7,Fuel (diesel),non-food,84.46
2019,1,Fuel (diesel),non-food,102.24
2017,1,Fuel (diesel),non-food,84.23
2015,12,Fuel (diesel),non-food,78.51
2018,3,Fuel (diesel),non-food,97.86
2016,12,Fuel (diesel),non-food,87.2
2020,7,Fuel (diesel),non-food,91.87
2016,2,Fuel (diesel),non-food,67.88
2019,6,Fuel (diesel),non-food,104.72
2020,4,Fuel (diesel),non-food,91.37
2017,10,Fuel (diesel),non-food,82.12
2019,4,Fuel (diesel),non-food,102.13
2019,3,Fuel (diesel),non-food,96.61
2019,2,Fuel (diesel),non-food,95.96
2016,5,Fuel (diesel),non-food,71.34
2015,8,Fuel (diesel),non-food,84.3
2015,7,Fuel (diesel),non-food,84.56
2019,7,Fuel (diesel),non-food,103.88
2020,2,Fuel (diesel),non-food,104.45
2018,9,Fuel (diesel),non-food,108.1
2016,4,Fuel (diesel),non-food,67.21
2017,11,Fuel (diesel),non-food,82.17
2019,9,Fuel (diesel),non-food,103.04
2020,12,Fuel (diesel),non-food,91.82
2020,6,Fuel (diesel),non-food,74.57
2015,9,Fuel (diesel),non-food,80.94
2020,11,Fuel (diesel),non-food,90.7
2020,1,Fuel (diesel),non-food,102.32
2017,12,Fuel (kerosene),non-food,63.56
2018,5,Fuel (kerosene),non-food,78.22
2019,12,Fuel (kerosene),non-food,102.31
2014,8,Fuel (kerosene),non-food,83.05
2017,10,Fuel (kerosene),non-food,58.71
2019,8,Fuel (kerosene),non-food,103.95
2015,7,Fuel (kerosene),non-food,62.74
2018,1,Fuel (kerosene),non-food,74.78
2015,9,Fuel (kerosene),non-food,53.52
2019,7,Fuel (kerosene),non-food,101.97
2020,9,Fuel (kerosene),non-food,83.15
2018,4,Fuel (kerosene),non-food,76.72
2016,8,Fuel (kerosene),non-food,62.48
2017,7,Fuel (kerosene),non-food,65.56
2016,12,Fuel (kerosene),non-food,63.56
2020,11,Fuel (kerosene),non-food,81.63
2020,12,Fuel (kerosene),non-food,83.56
2018,3,Fuel (kerosene),non-food,77.45
2018,12,Fuel (kerosene),non-food,105.22
2019,1,Fuel (kerosene),non-food,101.7
2019,11,Fuel (kerosene),non-food,104.06
2016,11,Fuel (kerosene),non-food,62.16
2020,8,Fuel (kerosene),non-food,83.65
2017,11,Fuel (kerosene),non-food,62.16
2018,2,Fuel (kerosene),non-food,76.75
2017,8,Fuel (kerosene),non-food,63.42
2017,9,Fuel (kerosene),non-food,64.36
2016,10,Fuel (kerosene),non-food,58.71
2015,12,Fuel (kerosene),non-food,53.27
2019,6,Fuel (kerosene),non-food,104.26
2019,9,Fuel (kerosene),non-food,100.64
2018,6,Fuel (kerosene),non-food,84.24
2020,5,Fuel (kerosene),non-food,79.77
2017,3,Fuel (kerosene),non-food,67.96
2016,3,Fuel (kerosene),non-food,42.15
2016,4,Fuel (kerosene),non-food,44.94
2020,3,Fuel (kerosene),non-food,77.28
2017,4,Fuel (kerosene),non-food,64.38
2017,1,Fuel (kerosene),non-food,63.44
2018,10,Fuel (kerosene),non-food,108.84
2020,1,Fuel (kerosene),non-food,103.95
2016,6,Fuel (kerosene),non-food,59.01
2018,9,Fuel (kerosene),non-food,108.4
2020,2,Fuel (kerosene),non-food,102.69
2016,2,Fuel (kerosene),non-food,39.62
2017,2,Fuel (kerosene),non-food,67.19
2019,5,Fuel (kerosene),non-food,104.62
2019,2,Fuel (kerosene),non-food,96.5
2016,5,Fuel (kerosene),non-food,47.96
2018,11,Fuel (kerosene),non-food,111.83
2016,1,Fuel (kerosene),non-food,46.13
2018,8,Fuel (kerosene),non-food,84.95
2018,8,Fuel (petrol-gasoline),non-food,113.73
2016,3,Fuel (petrol-gasoline),non-food,85.58
2018,1,Fuel (petrol-gasoline),non-food,106.3
2017,3,Fuel (petrol-gasoline),non-food,101.05
2019,4,Fuel (petrol-gasoline),non-food,106.6
2019,12,Fuel (petrol-gasoline),non-food,109.5
2020,9,Fuel (petrol-gasoline),non-food,105.43
2017,2,Fuel (petrol-gasoline),non-food,100.27
2016,7,Fuel (petrol-gasoline),non-food,92.93
2020,10,Fuel (petrol-gasoline),non-food,107.27
2019,9,Fuel (petrol-gasoline),non-food,112.81
2017,12,Fuel (petrol-gasoline),non-food,94.2
2018,12,Fuel (petrol-gasoline),non-food,113.54
2019,2,Fuel (petrol-gasoline),non-food,100.09
2020,11,Fuel (petrol-gasoline),non-food,105.85
2017,8,Fuel (petrol-gasoline),non-food,96.08
2016,5,Fuel (petrol-gasoline),non-food,85.14
2019,11,Fuel (petrol-gasoline),non-food,110.59
2016,8,Fuel (petrol-gasoline),non-food,95.13
2018,10,Fuel (petrol-gasoline),non-food,115.73
2018,9,Fuel (petrol-gasoline),non-food,116.7
2015,8,Fuel (petrol-gasoline),non-food,103.5
2016,4,Fuel (petrol-gasoline),non-food,81.61
2019,7,Fuel (petrol-gasoline),non-food,115.39
2019,3,Fuel (petrol-gasoline),non-food,101.35
2014,7,Fuel (petrol-gasoline),non-food,115.86
2020,6,Fuel (petrol-gasoline),non-food,89.1
2017,7,Fuel (petrol-gasoline),non-food,97.1
2018,3,Fuel (petrol-gasoline),non-food,107.46
2018,6,Fuel (petrol-gasoline),non-food,108.81
2019,6,Fuel (petrol-gasoline),non-food,115.05
2015,4,Fuel (petrol-gasoline),non-food,89.93
2016,6,Fuel (petrol-gasoline),non-food,87.07
2019,8,Fuel (petrol-gasoline),non-food,112.53
2020,8,Fuel (petrol-gasoline),non-food,103.95
2018,11,Fuel (petrol-gasoline),non-food,118.11
2018,4,Fuel (petrol-gasoline),non-food,106.83
2018,5,Fuel (petrol-gasoline),non-food,107.17
2020,5,Fuel (petrol-gasoline),non-food,83.33
2018,2,Fuel (petrol-gasoline),non-food,107.92
2020,4,Fuel (petrol-gasoline),non-food,92.87
2017,5,Fuel (petrol-gasoline),non-food,99.59
2016,12,Fuel (petrol-gasoline),non-food,94.2
2015,5,Fuel (petrol-gasoline),non-food,92.89
2016,11,Fuel (petrol-gasoline),non-food,94.94
2016,2,Fuel (petrol-gasoline),non-food,86.5
2021,5,Kale,vegetables and fruits,20.0
2022,10,Kale,vegetables and fruits,43.91
2022,9,Kale,vegetables and fruits,17.2
2022,9,Kale,vegetables and fruits,25.57
2022,10,Kale,vegetables and fruits,27.25
2021,2,Kale,vegetables and fruits,15.0
2022,12,Kale,vegetables and fruits,25.0
2022,12,Kale,vegetables and fruits,42.5
2022,12,Kale,vegetables and fruits,21.86
2022,12,Kale,vegetables and fruits,24.54
2021,2,Kale,vegetables and fruits,31.0
2022,10,Kale,vegetables and fruits,36.0
2022,10,Kale,vegetables and fruits,21.25
2021,3,Kale,vegetables and fruits,25.88
2021,2,Kale,vegetables and fruits,14.16
2022,12,Kale,vegetables and fruits,23.2
2022,12,Kale,vegetables and fruits,43.32
2023,1,Kale,vegetables and fruits,13.5
2022,10,Kale,vegetables and fruits,41.5
2022,10,Kale,vegetables and fruits,68.0
2022,12,Kale,vegetables and fruits,30.0
2022,8,Kale,vegetables and fruits,10.57
2021,3,Kale,vegetables and fruits,13.34
2022,9,Kale,vegetables and fruits,49.33
2022,11,Kale,vegetables and fruits,23.0
2021,2,Kale,vegetables and fruits,15.98
2022,11,Kale,vegetables and fruits,68.0
2021,5,Kale,vegetables and fruits,29.16
2022,11,Kale,vegetables and fruits,30.0
2022,9,Kale,vegetables and fruits,30.0
2022,11,Kale,vegetables and fruits,34.0
2022,11,Kale,vegetables and fruits,25.0
2022,9,Kale,vegetables and fruits,33.13
2022,10,Kale,vegetables and fruits,27.7
2021,2,Kale,vegetables and fruits,25.7
2022,9,Kale,vegetables and fruits,40.0
2021,2,Kale,vegetables and fruits,24.5
2022,10,Kale,vegetables and fruits,26.7
2022,11,Kale,vegetables and fruits,21.58
2022,10,Kale,vegetables and fruits,19.33
2022,9,Kale,vegetables and fruits,10.0
2022,9,Kale,vegetables and fruits,27.23
2022,9,Kale,vegetables and fruits,15.0
2022,11,Kale,vegetables and fruits,54.0
2022,11,Kale,vegetables and fruits,29.76
