year,month,commodity,category,normalized_price
2021,10,Rice (aromatic),cereals and tubers,115.0
2021,7,Rice (aromatic),cereals and tubers,120.0
2022,3,Rice (aromatic),cereals and tubers,98.8
2021,11,Rice (aromatic),cereals and tubers,150.03
2021,7,Rice (aromatic),cereals and tubers,155.6
2021,2,Rice (aromatic),cereals and tubers,127.5
2021,8,Rice (aromatic),cereals and tubers,130.0
2021,7,Rice (aromatic),cereals and tubers,133.3
2024,5,Rice (aromatic),cereals and tubers,163.58
2021,8,Rice (aromatic),cereals and tubers,104.0
2023,1,Rice (aromatic),cereals and tubers,180.0
2022,3,Rice (aromatic),cereals and tubers,87.0
2022,3,Rice (aromatic),cereals and tubers,155.6
2022,3,Rice (aromatic),cereals and tubers,101.5
2024,6,Rice (aromatic),cereals and tubers,145.0
2022,3,Rice (aromatic),cereals and tubers,126.25
2021,6,Rice (aromatic),cereals and tubers,150.0
2022,3,Rice (aromatic),cereals and tubers,140.0
2022,3,Rice (aromatic),cereals and tubers,132.75
2021,7,Rice (aromatic),cereals and tubers,100.0
2021,8,Rice (aromatic),cereals and tubers,75.0
2021,1,Rice (aromatic),cereals and tubers,84.0
2024,6,Rice (aromatic),cereals and tubers,160.0
2021,1,Rice (aromatic),cereals and tubers,85.6
2024,5,Rice (aromatic),cereals and tubers,145.0
2021,6,Rice (aromatic),cereals and tubers,110.0
2022,2,Rice (aromatic),cereals and tubers,100.0
2021,11,Rice (aromatic),cereals and tubers,100.0
2021,8,Rice (aromatic),cereals and tubers,155.6
2021,8,Rice (aromatic),cereals and tubers,110.0
2021,8,Rice (aromatic),cereals and tubers,160.0
2021,2,"Rice (imported, Pakistan)",cereals and tubers,114.0
2021,6,"Rice (imported, Pakistan)",cereals and tubers,82.0
2021,1,"Rice (imported, Pakistan)",cereals and tubers,93.4
2021,4,"Rice (imported, Pakistan)",cereals and tubers,112.0
2021,6,"Rice (imported, Pakistan)",cereals and tubers,126.66
2021,4,"Rice (imported, Pakistan)",cereals and tubers,87.0
2021,3,"Rice (imported, Pakistan)",cereals and tubers,101.6
2021,1,"Rice (imported, Pakistan)",cereals and tubers,100.0
2021,2,"Rice (imported, Pakistan)",cereals and tubers,80.0
2021,4,"Rice (imported, Pakistan)",cereals and tubers,82.5
2021,1,"Rice (imported, Pakistan)",cereals and tubers,80.0
2021,6,"Rice (imported, Pakistan)",cereals and tubers,100.0
2021,6,"Rice (imported, Pakistan)",cereals and tubers,112.5
2021,3,"Rice (imported, Pakistan)",cereals and tubers,126.1
2021,4,"Rice (imported, Pakistan)",cereals and tubers,78.34
2021,6,Salt,miscellaneous food,71.45
2021,2,Salt,miscellaneous food,70.85
2021,2,Salt,miscellaneous food,65.6
2021,2,Salt,miscellaneous food,69.8
2021,2,Salt,miscellaneous food,62.5
2023,1,Salt,miscellaneous food,60.4
2021,3,Salt,miscellaneous food,58.35
2023,4,Salt,miscellaneous food,50.0
2024,1,Salt,miscellaneous food,66.65
2023,4,Salt,miscellaneous food,50.2
2022,2,Salt,miscellaneous food,63.45
2021,3,Salt,miscellaneous food,49.65
2021,6,Salt,miscellaneous food,53.65
2021,3,Salt,miscellaneous food,57.35
2021,3,Salt,miscellaneous food,58.85
2023,5,Salt,miscellaneous food,50.0
2023,3,Salt,miscellaneous food,50.0
2021,3,Salt,miscellaneous food,60.3
2021,6,Salt,miscellaneous food,58.0
2024,1,Salt,miscellaneous food,58.75
2021,3,Salt,miscellaneous food,61.1
2021,6,Salt,miscellaneous food,64.7
2024,1,Salt,miscellaneous food,50.0
2021,4,Salt,miscellaneous food,50.0
2023,12,Salt,miscellaneous food,66.25
2021,3,Salt,miscellaneous food,79.0
2021,3,Salt,miscellaneous food,50.0
2021,3,Salt,miscellaneous food,49.8
2021,4,Salt,miscellaneous food,68.2
2021,2,Salt,miscellaneous food,51.0
2022,2,Salt,miscellaneous food,76.9
2021,5,Salt,miscellaneous food,52.5
2021,4,Salt,miscellaneous food,57.9
2018,1,Salt,miscellaneous food,50.0
2023,7,Salt,miscellaneous food,50.0
2021,4,Salt,miscellaneous food,65.2
2023,1,Salt,miscellaneous food,50.0
2021,5,Salt,miscellaneous food,62.95
2021,4,Salt,miscellaneous food,61.4
2021,5,Salt,miscellaneous food,55.55
2023,2,Salt,miscellaneous food,50.0
2023,11,Salt,miscellaneous food,55.0
2023,1,Salt,miscellaneous food,56.25
2021,4,Salt,miscellaneous food,55.85
2023,7,Salt,miscellaneous food,275.0
2021,4,Salt,miscellaneous food,64.9
2021,5,Salt,miscellaneous food,50.4
2023,11,Salt,miscellaneous food,50.0
2023,8,Salt,miscellaneous food,50.0
2023,10,Salt,miscellaneous food,50.1
2021,5,Salt,miscellaneous food,59.4
2021,5,Salt,miscellaneous food,49.85
2023,10,Salt,miscellaneous food,62.5
2021,5,Salt,miscellaneous food,50.0
2021,5,Salt,miscellaneous food,39.65
2023,10,Salt,miscellaneous food,50.0
2021,1,Salt,miscellaneous food,50.0
2023,7,Salt,miscellaneous food,54.45
2021,5,Salt,miscellaneous food,51.85
2023,11,Salt,miscellaneous food,55.45
2021,2,Salt,miscellaneous food,68.1
2021,2,Salt,miscellaneous food,61.45
2023,2,Salt,miscellaneous food,55.55
2021,6,Salt,miscellaneous food,51.25
2023,6,Salt,miscellaneous food,57.95
2021,2,Salt,miscellaneous food,56.25
2023,6,Salt,miscellaneous food,50.0
2023,12,Salt,miscellaneous food,51.6
2021,4,Salt,miscellaneous food,49.25
2021,2,Salt,miscellaneous food,53.05
2021,6,Salt,miscellaneous food,43.1
2023,12,Salt,miscellaneous food,50.0
2023,12,Salt,miscellaneous food,52.5
2021,2,Salt,miscellaneous food,49.7
2021,2,Salt,miscellaneous food,50.0
2023,2,Salt,miscellaneous food,60.95
2023,6,Salt,miscellaneous food,62.5
2022,11,Salt,miscellaneous food,50.0
2023,6,Salt,miscellaneous food,64.6
2023,11,Salt,miscellaneous food,59.1
2021,4,Salt,miscellaneous food,68.1
2021,1,Salt,miscellaneous food,45.0
2021,6,Salt,miscellaneous food,50.0
2021,5,Salt,miscellaneous food,75.0
2021,4,Salt,miscellaneous food,57.5
2023,2,Salt,miscellaneous food,58.35
2022,3,Salt,miscellaneous food,100.0
2021,6,Salt,miscellaneous food,62.5
2021,3,Salt,miscellaneous food,51.2
2024,2,Salt,miscellaneous food,50.0
2024,5,Salt,miscellaneous food,50.0
2024,10,Salt,miscellaneous food,50.0
2022,1,Salt,miscellaneous food,100.0
2021,8,Salt,miscellaneous food,69.45
2024,5,Salt,miscellaneous food,179.9
2021,9,Salt,miscellaneous food,53.7
2021,8,Salt,miscellaneous food,50.0
2021,7,Salt,miscellaneous food,68.2
2024,10,Salt,miscellaneous food,56.25
2021,7,Salt,miscellaneous food,52.95
2021,7,Salt,miscellaneous food,62.5
2024,11,Salt,miscellaneous food,50.0
2024,4,Salt,miscellaneous food,58.1
2021,10,Salt,miscellaneous food,50.0
2022,1,Salt,miscellaneous food,62.5
2021,7,Salt,miscellaneous food,55.15
2024,11,Salt,miscellaneous food,58.35
2021,7,Salt,miscellaneous food,61.05
2024,4,Salt,miscellaneous food,50.0
2021,9,Salt,miscellaneous food,54.0
2024,9,Salt,miscellaneous food,68.75
2021,9,Salt,miscellaneous food,50.6
2024,5,Salt,miscellaneous food,70.85
2021,12,Salt,miscellaneous food,49.3
2024,7,Salt,miscellaneous food,56.25
2021,12,Salt,miscellaneous food,62.5
2024,7,Salt,miscellaneous food,62.5
2021,12,Salt,miscellaneous food,50.0
2022,2,Salt,miscellaneous food,50.0
2021,9,Salt,miscellaneous food,50.0
2024,8,Salt,miscellaneous food,60.0
2024,8,Salt,miscellaneous food,66.65
2021,7,Salt,miscellaneous food,65.45
2021,8,Salt,miscellaneous food,50.85
2021,11,Salt,miscellaneous food,62.5
2021,11,Salt,miscellaneous food,75.0
2024,7,Salt,miscellaneous food,50.0
2024,9,Salt,miscellaneous food,50.0
2021,8,Salt,miscellaneous food,100.0
2024,6,Salt,miscellaneous food,50.0
2024,6,Salt,miscellaneous food,345.05
2021,8,Salt,miscellaneous food,48.6
2024,9,Salt,miscellaneous food,62.5
2024,8,Salt,miscellaneous food,62.5
2024,3,Salt,miscellaneous food,62.5
2022,1,Salt,miscellaneous food,50.0
2021,10,Salt,miscellaneous food,62.5
2024,3,Salt,miscellaneous food,50.0
2021,10,Salt,miscellaneous food,49.3
2021,10,Salt,miscellaneous food,67.5
2021,7,Salt,miscellaneous food,100.0
2022,1,Salt,miscellaneous food,73.35
2024,12,Salt,miscellaneous food,58.35
2022,1,Salt,miscellaneous food,61.65
2022,1,Salt,miscellaneous food,55.85
2021,10,Salt,miscellaneous food,63.35
2021,6,Salt,miscellaneous food,63.95
2024,2,Salt,miscellaneous food,53.1
2021,6,Salt,miscellaneous food,67.5
2021,10,Salt,miscellaneous food,63.0
2021,10,Salt,miscellaneous food,53.45
2021,7,Salt,miscellaneous food,50.0
2024,12,Salt,miscellaneous food,50.0
2024,8,Salt,miscellaneous food,50.0
2021,11,Salt,miscellaneous food,50.0
2024,11,Salt,miscellaneous food,65.0
2024,3,Salt,miscellaneous food,57.8
2018,7,Sorghum,cereals and tubers,60.0
2018,9,Sorghum,cereals and tubers,35.97
2018,10,Sorghum,cereals and tubers,60.0
2017,12,Sorghum,cereals and tubers,49.26
2015,10,Sorghum,cereals and tubers,40.33
2018,10,Sorghum,cereals and tubers,40.0
2024,8,Sorghum,cereals and tubers,80.0
2017,12,Sorghum,cereals and tubers,47.22
2015,10,Sorghum,cereals and tubers,50.0
2024,11,Sorghum,cereals and tubers,60.0
2017,12,Sorghum,cereals and tubers,40.0
2014,2,Sorghum,cereals and tubers,41.64
2019,11,Sorghum,cereals and tubers,38.89
2018,12,Sorghum,cereals and tubers,40.0
2023,6,Sorghum,cereals and tubers,100.0
2018,1,Sorghum,cereals and tubers,44.51
2018,1,Sorghum,cereals and tubers,44.44
2018,10,Sorghum,cereals and tubers,65.0
2024,9,Sorghum,cereals and tubers,55.0
2019,7,Sorghum,cereals and tubers,74.58
2018,1,Sorghum,cereals and tubers,38.0
2021,3,Sorghum,cereals and tubers,36.92
2014,1,Sorghum,cereals and tubers,38.7
2018,6,Sorghum,cereals and tubers,43.44
2017,11,Sorghum,cereals and tubers,81.0
2018,6,Sorghum,cereals and tubers,45.56
2017,11,Sorghum,cereals and tubers,52.62
2015,11,Sorghum,cereals and tubers,35.0
2014,2,Sorghum,cereals and tubers,63.47
2024,12,Sorghum,cereals and tubers,80.0
2017,10,Sorghum,cereals and tubers,40.0
2024,8,Sorghum,cereals and tubers,46.47
2014,8,Sorghum,cereals and tubers,44.0
2021,3,Sorghum,cereals and tubers,47.5
2017,10,Sorghum,cereals and tubers,81.56
2015,11,Sorghum,cereals and tubers,37.78
2024,8,Sorghum,cereals and tubers,70.0
2018,12,Sorghum,cereals and tubers,33.33
2014,1,Sorghum,cereals and tubers,40.0
2015,8,Sorghum,cereals and tubers,39.44
2015,10,Sorghum,cereals and tubers,53.53
2019,6,Sorghum,cereals and tubers,44.44
2019,6,Sorghum,cereals and tubers,55.56
2024,12,Sorghum,cereals and tubers,90.0
2015,10,Sorghum,cereals and tubers,36.43
2021,3,Sorghum,cereals and tubers,30.0
2023,7,Sorghum,cereals and tubers,80.0
2017,11,Sorghum,cereals and tubers,62.22
2015,10,Sorghum,cereals and tubers,36.78
2021,3,Sorghum,cereals and tubers,80.0
2023,5,Sorghum,cereals and tubers,50.0
2020,3,Sorghum,cereals and tubers,42.59
2021,2,Sorghum,cereals and tubers,74.58
2018,5,Sorghum,cereals and tubers,69.0
2024,10,Sorghum,cereals and tubers,70.0
2018,3,Sorghum,cereals and tubers,70.0
2019,7,Sorghum,cereals and tubers,50.0
2024,11,Sorghum,cereals and tubers,50.0
2020,2,Sorghum,cereals and tubers,56.67
2018,4,Sorghum,cereals and tubers,80.0
2024,10,Sorghum,cereals and tubers,55.0
2014,1,Sorghum,cereals and tubers,80.0
2021,2,Sorghum,cereals and tubers,43.33
2023,5,Sorghum,cereals and tubers,80.0
2018,4,Sorghum,cereals and tubers,49.0
2018,11,Sorghum,cereals and tubers,33.67
2024,10,Sorghum,cereals and tubers,45.0
2021,3,Sorghum,cereals and tubers,70.0
2018,8,Sorghum,cereals and tubers,35.56
2021,2,Sorghum,cereals and tubers,40.0
2018,4,Sorghum,cereals and tubers,70.0
2024,11,Sorghum,cereals and tubers,70.0
2018,5,Sorghum,cereals and tubers,76.0
2023,5,Sorghum,cereals and tubers,90.0
2018,8,Sorghum,cereals and tubers,42.46
2024,10,Sorghum,cereals and tubers,80.0
2018,10,Sorghum,cereals and tubers,38.89
2021,2,Sorghum,cereals and tubers,45.0
2014,8,Sorghum,cereals and tubers,40.0
2018,3,Sorghum,cereals and tubers,34.22
2023,6,Sorghum,cereals and tubers,53.04
2014,7,Sorghum,cereals and tubers,67.14
2021,2,Sorghum,cereals and tubers,76.67
2018,2,Sorghum,cereals and tubers,76.67
2023,6,Sorghum,cereals and tubers,35.0
2018,2,Sorghum,cereals and tubers,47.0
2021,2,Sorghum,cereals and tubers,72.0
2024,12,Sorghum,cereals and tubers,100.0
2018,2,Sorghum,cereals and tubers,44.44
2018,6,Sorghum,cereals and tubers,60.0
2018,2,Sorghum,cereals and tubers,30.0
2015,8,Sorghum,cereals and tubers,36.67
2018,1,Sorghum,cereals and tubers,78.4
2021,2,Sorghum,cereals and tubers,70.0
2020,2,Sorghum,cereals and tubers,60.0
2015,9,Sorghum,cereals and tubers,34.61
2018,7,Sorghum,cereals and tubers,38.5
2021,2,Sorghum,cereals and tubers,122.5
2018,6,Sorghum,cereals and tubers,62.5
2018,3,Sorghum,cereals and tubers,80.0
2018,3,Sorghum,cereals and tubers,49.79
2020,1,Sorghum,cereals and tubers,60.0
2023,5,Sorghum,cereals and tubers,70.0
2018,3,Sorghum,cereals and tubers,46.33
2018,9,Sorghum,cereals and tubers,60.0
2018,11,Sorghum,cereals and tubers,38.89
2021,3,Sorghum,cereals and tubers,35.0
2024,7,Sorghum,cereals and tubers,55.0
2018,12,Sorghum,cereals and tubers,38.89
2016,6,Sorghum,cereals and tubers,35.56
2023,12,Sorghum,cereals and tubers,80.0
2017,1,Sorghum,cereals and tubers,43.56
2019,4,Sorghum,cereals and tubers,43.06
2024,3,Sorghum,cereals and tubers,90.0
2023,12,Sorghum,cereals and tubers,65.0
2019,2,Sorghum,cereals and tubers,33.33
2016,5,Sorghum,cereals and tubers,55.0
2017,2,Sorghum,cereals and tubers,54.17
2017,2,Sorghum,cereals and tubers,41.5
2016,5,Sorghum,cereals and tubers,31.39
2016,5,Sorghum,cereals and tubers,35.56
2023,12,Sorghum,cereals and tubers,70.0
2017,2,Sorghum,cereals and tubers,48.44
2017,1,Sorghum,cereals and tubers,50.0
2024,4,Sorghum,cereals and tubers,60.0
2017,3,Sorghum,cereals and tubers,44.18
2017,3,Sorghum,cereals and tubers,41.96
2014,4,Sorghum,cereals and tubers,42.22
2017,3,Sorghum,cereals and tubers,75.0
2017,4,Sorghum,cereals and tubers,75.56
2023,12,Sorghum,cereals and tubers,50.0
2014,6,Sorghum,cereals and tubers,44.59
2019,2,Sorghum,cereals and tubers,38.19
2017,4,Sorghum,cereals and tubers,55.86
2016,4,Sorghum,cereals and tubers,40.0
2014,4,Sorghum,cereals and tubers,40.0
2017,4,Sorghum,cereals and tubers,54.44
2016,3,Sorghum,cereals and tubers,65.0
2016,3,Sorghum,cereals and tubers,30.8
2016,5,Sorghum,cereals and tubers,38.87
2016,6,Sorghum,cereals and tubers,30.0
2019,2,Sorghum,cereals and tubers,54.0
2014,4,Sorghum,cereals and tubers,55.0
2016,9,Sorghum,cereals and tubers,34.44
2019,3,Sorghum,cereals and tubers,34.67
2016,9,Sorghum,cereals and tubers,55.0
2016,9,Sorghum,cereals and tubers,35.56
2016,9,Sorghum,cereals and tubers,36.69
2019,3,Sorghum,cereals and tubers,38.89
2016,10,Sorghum,cereals and tubers,50.0
2016,10,Sorghum,cereals and tubers,37.83
2016,10,Sorghum,cereals and tubers,55.0
2016,8,Sorghum,cereals and tubers,35.56
2024,1,Sorghum,cereals and tubers,65.0
2019,4,Sorghum,cereals and tubers,60.0
2016,8,Sorghum,cereals and tubers,36.84
2016,11,Sorghum,cereals and tubers,50.0
2014,5,Sorghum,cereals and tubers,40.0
2019,12,Sorghum,cereals and tubers,65.11
2016,8,Sorghum,cereals and tubers,50.0
2019,4,Sorghum,cereals and tubers,38.06
2016,12,Sorghum,cereals and tubers,41.11
2016,12,Sorghum,cereals and tubers,50.0
2016,7,Sorghum,cereals and tubers,45.0
2016,11,Sorghum,cereals and tubers,55.0
2016,11,Sorghum,cereals and tubers,39.67
2023,11,Sorghum,cereals and tubers,85.0
2019,3,Sorghum,cereals and tubers,60.0
2024,3,Sorghum,cereals and tubers,50.0
2016,7,Sorghum,cereals and tubers,35.56
2019,4,Sorghum,cereals and tubers,45.99
2016,7,Sorghum,cereals and tubers,30.0
2024,3,Sorghum,cereals and tubers,150.0
2016,7,Sorghum,cereals and tubers,55.0
2016,11,Sorghum,cereals and tubers,40.0
2017,10,Sorghum,cereals and tubers,55.11
2017,4,Sorghum,cereals and tubers,75.0
2024,5,Sorghum,cereals and tubers,56.67
2023,10,Sorghum,cereals and tubers,100.0
2017,8,Sorghum,cereals and tubers,53.33
2023,10,Sorghum,cereals and tubers,70.0
2016,1,Sorghum,cereals and tubers,65.0
2014,6,Sorghum,cereals and tubers,75.0
2024,7,Sorghum,cereals and tubers,41.25
2017,8,Sorghum,cereals and tubers,70.0
2016,1,Sorghum,cereals and tubers,35.0
2016,1,Sorghum,cereals and tubers,35.56
2019,1,Sorghum,cereals and tubers,60.0
2019,12,Sorghum,cereals and tubers,60.0
2016,1,Sorghum,cereals and tubers,36.17
2023,10,Sorghum,cereals and tubers,85.0
2019,11,Sorghum,cereals and tubers,60.0
2016,2,Sorghum,cereals and tubers,45.0
2014,7,Sorghum,cereals and tubers,40.0
2017,9,Sorghum,cereals and tubers,76.67
2017,9,Sorghum,cereals and tubers,58.4
2023,10,Sorghum,cereals and tubers,80.0
2015,12,Sorghum,cereals and tubers,60.87
2024,7,Sorghum,cereals and tubers,60.0
2023,10,Sorghum,cereals and tubers,47.5
2017,9,Sorghum,cereals and tubers,55.47
2015,12,Sorghum,cereals and tubers,35.0
2019,6,Sorghum,cereals and tubers,50.0
2024,7,Sorghum,cereals and tubers,40.0
2017,10,Sorghum,cereals and tubers,57.68
2014,3,Sorghum,cereals and tubers,40.0
2015,12,Sorghum,cereals and tubers,37.64
2023,7,Sorghum,cereals and tubers,70.0
2016,1,Sorghum,cereals and tubers,39.76
2019,1,Sorghum,cereals and tubers,38.53
2014,3,Sorghum,cereals and tubers,40.76
2017,8,Sorghum,cereals and tubers,54.29
2017,5,Sorghum,cereals and tubers,58.62
2016,3,Sorghum,cereals and tubers,35.56
2016,3,Sorghum,cereals and tubers,38.67
2019,5,Sorghum,cereals and tubers,44.44
2023,11,Sorghum,cereals and tubers,70.0
2024,5,Sorghum,cereals and tubers,75.0
2019,1,Sorghum,cereals and tubers,68.56
2016,3,Sorghum,cereals and tubers,40.0
2017,5,Sorghum,cereals and tubers,57.78
2016,2,Sorghum,cereals and tubers,52.5
2017,5,Sorghum,cereals and tubers,55.56
2019,5,Sorghum,cereals and tubers,54.0
2014,6,Sorghum,cereals and tubers,41.27
2024,5,Sorghum,cereals and tubers,60.0
2017,5,Sorghum,cereals and tubers,75.0
2019,1,Sorghum,cereals and tubers,38.89
2016,2,Sorghum,cereals and tubers,35.14
2023,11,Sorghum,cereals and tubers,100.0
2017,7,Sorghum,cereals and tubers,55.56
2016,2,Sorghum,cereals and tubers,34.17
2017,7,Sorghum,cereals and tubers,56.67
2019,1,Sorghum,cereals and tubers,31.67
2024,5,Sorghum,cereals and tubers,80.0
2020,8,Sorghum,cereals and tubers,84.0
2017,6,Sorghum,cereals and tubers,83.0
2019,12,Sorghum,cereals and tubers,38.89
2019,5,Sorghum,cereals and tubers,60.0
2017,6,Sorghum,cereals and tubers,55.56
2017,6,Sorghum,cereals and tubers,57.78
2023,11,Sorghum,cereals and tubers,82.08
2017,6,Sorghum,cereals and tubers,75.56
2023,11,Sorghum,cereals and tubers,80.0
2014,12,Sorghum,cereals and tubers,37.78
2018,9,Sorghum,cereals and tubers,65.0
2015,3,Sorghum,cereals and tubers,35.0
2021,4,Sorghum,cereals and tubers,70.0
2021,6,Sorghum,cereals and tubers,40.0
2019,9,Sorghum,cereals and tubers,60.0
2015,2,Sorghum,cereals and tubers,39.17
2021,9,Sorghum,cereals and tubers,60.0
2021,4,Sorghum,cereals and tubers,72.12
2021,5,Sorghum,cereals and tubers,70.0
2019,11,Sorghum,cereals and tubers,50.0
2023,2,Sorghum,cereals and tubers,60.0
2014,12,Sorghum,cereals and tubers,50.0
2015,6,Sorghum,cereals and tubers,40.83
2021,4,Sorghum,cereals and tubers,69.55
2021,10,Sorghum,cereals and tubers,60.0
2021,6,Sorghum,cereals and tubers,35.0
2014,11,Sorghum,cereals and tubers,40.94
2015,7,Sorghum,cereals and tubers,39.07
2023,2,Sorghum,cereals and tubers,150.0
2023,2,Sorghum,cereals and tubers,55.56
2021,5,Sorghum,cereals and tubers,68.83
2023,3,Sorghum,cereals and tubers,42.69
2021,5,Sorghum,cereals and tubers,33.0
2022,2,Sorghum,cereals and tubers,60.0
2023,1,Sorghum,cereals and tubers,82.5
2021,6,Sorghum,cereals and tubers,33.0
2021,12,Sorghum,cereals and tubers,50.0
2021,8,Sorghum,cereals and tubers,37.5
2021,8,Sorghum,cereals and tubers,41.25
2022,2,Sorghum,cereals and tubers,132.5
2021,11,Sorghum,cereals and tubers,50.0
2021,5,Sorghum,cereals and tubers,47.78
2014,11,Sorghum,cereals and tubers,50.0
2019,7,Sorghum,cereals and tubers,44.44
2021,4,Sorghum,cereals and tubers,70.3
2021,9,Sorghum,cereals and tubers,50.0
2021,10,Sorghum,cereals and tubers,70.0
2015,1,Sorghum,cereals and tubers,50.0
2021,5,Sorghum,cereals and tubers,80.0
2021,7,Sorghum,cereals and tubers,55.0
2019,7,Sorghum,cereals and tubers,62.67
2021,11,Sorghum,cereals and tubers,80.0
2014,9,Sorghum,cereals and tubers,43.47
2019,9,Sorghum,cereals and tubers,71.03
2021,4,Sorghum,cereals and tubers,140.0
2021,4,Sorghum,cereals and tubers,46.96
2021,7,Sorghum,cereals and tubers,40.0
2023,2,Sorghum,cereals and tubers,42.78
2021,7,Sorghum,cereals and tubers,70.0
2015,6,Sorghum,cereals and tubers,51.88
2023,2,Sorghum,cereals and tubers,65.0
2015,2,Sorghum,cereals and tubers,41.22
2021,10,Sorghum,cereals and tubers,73.33
2021,12,Sorghum,cereals and tubers,100.0
2021,10,Sorghum,cereals and tubers,80.0
2021,4,Sorghum,cereals and tubers,62.11
2021,8,Sorghum,cereals and tubers,70.0
2021,10,Sorghum,cereals and tubers,73.25
2021,10,Sorghum,cereals and tubers,87.5
2021,4,Sorghum,cereals and tubers,40.0
2015,2,Sorghum,cereals and tubers,47.5
2015,3,Sorghum,cereals and tubers,40.0
2021,8,Sorghum,cereals and tubers,39.38
2021,7,Sorghum,cereals and tubers,80.0
2021,7,Sorghum,cereals and tubers,37.5
2021,4,Sorghum,cereals and tubers,56.58
2022,1,Sorghum,cereals and tubers,40.0
2014,12,Sorghum,cereals and tubers,41.59
2014,12,Sorghum,cereals and tubers,65.0
2019,8,Sorghum,cereals and tubers,57.22
2015,3,Sorghum,cereals and tubers,74.17
2023,2,Sorghum,cereals and tubers,73.89
2021,4,Sorghum,cereals and tubers,62.33
2022,1,Sorghum,cereals and tubers,49.0
2021,4,Sorghum,cereals and tubers,36.36
2014,10,Sorghum,cereals and tubers,40.3
2014,8,Sorghum,cereals and tubers,64.25
2015,4,Sorghum,cereals and tubers,40.0
2021,8,Sorghum,cereals and tubers,55.0
2021,9,Sorghum,cereals and tubers,73.33
2021,6,Sorghum,cereals and tubers,77.31
2014,11,Sorghum,cereals and tubers,51.33
2014,8,Sorghum,cereals and tubers,36.81
2019,9,Sorghum,cereals and tubers,50.0
2021,6,Sorghum,cereals and tubers,87.5
2015,4,Sorghum,cereals and tubers,39.44
2015,3,Sorghum,cereals and tubers,45.0
2021,8,Sorghum,cereals and tubers,79.84
2021,6,Sorghum,cereals and tubers,50.0
2019,8,Sorghum,cereals and tubers,60.0
2021,9,Sorghum,cereals and tubers,76.67
2021,6,Sorghum,cereals and tubers,37.21
2014,9,Sorghum,cereals and tubers,65.0
2022,2,Sorghum,cereals and tubers,35.0
2023,3,Sorghum,cereals and tubers,70.0
2021,6,Sorghum,cereals and tubers,80.0
2021,6,Sorghum,cereals and tubers,34.62
2023,3,Sorghum,cereals and tubers,75.0
2021,9,Sorghum,cereals and tubers,80.0
2021,6,Sorghum,cereals and tubers,100.0
2021,10,Sorghum,cereals and tubers,45.83
2019,8,Sorghum,cereals and tubers,76.11
2015,4,Sorghum,cereals and tubers,53.33
2014,10,Sorghum,cereals and tubers,46.67
2021,8,Sorghum,cereals and tubers,75.83
2021,6,Sorghum,cereals and tubers,74.04
2021,8,Sorghum,cereals and tubers,79.38
2015,5,Sorghum,cereals and tubers,41.24
2021,9,Sorghum,cereals and tubers,75.0
2021,8,Sorghum,cereals and tubers,73.8
2021,8,Sorghum,cereals and tubers,86.56
2015,1,Sorghum,cereals and tubers,37.78
2019,10,Sorghum,cereals and tubers,50.0
2021,5,Sorghum,cereals and tubers,50.0
2019,8,Sorghum,cereals and tubers,50.0
2022,1,Sorghum,cereals and tubers,87.5
2021,12,Sorghum,cereals and tubers,80.0
2021,4,Sorghum,cereals and tubers,60.0
2015,1,Sorghum,cereals and tubers,64.83
2021,11,Sorghum,cereals and tubers,87.5
2015,7,Sorghum,cereals and tubers,39.63
2022,2,Sorghum,cereals and tubers,40.0
2021,8,Sorghum,cereals and tubers,60.0
2019,7,Sorghum,cereals and tubers,60.0
2014,11,Sorghum,cereals and tubers,37.78
2019,10,Sorghum,cereals and tubers,72.22
2023,1,Sorghum,cereals and tubers,60.0
2022,1,Sorghum,cereals and tubers,80.0
2021,10,Sorghum,cereals and tubers,50.0
2021,6,Sorghum,cereals and tubers,30.0
2021,8,Sorghum,cereals and tubers,78.13
2014,9,Sorghum,cereals and tubers,40.0
2021,9,Sorghum,cereals and tubers,40.0
2015,3,Sorghum,cereals and tubers,43.22
2023,1,Sorghum,cereals and tubers,52.22
2021,9,Sorghum,cereals and tubers,78.89
2021,12,Sorghum,cereals and tubers,60.0
2019,10,Sorghum,cereals and tubers,44.44
2021,4,Sorghum,cereals and tubers,68.0
2021,6,Sorghum (red),cereals and tubers,40.0
2021,6,Sorghum (red),cereals and tubers,72.22
2021,11,Sorghum (red),cereals and tubers,46.7
2021,11,Sorghum (red),cereals and tubers,50.0
2021,11,Sorghum (red),cereals and tubers,44.4
2021,4,Sorghum (red),cereals and tubers,75.0
2021,4,Sorghum (red),cereals and tubers,40.0
2021,11,Sorghum (red),cereals and tubers,76.5
2021,6,Sorghum (red),cereals and tubers,76.0
2021,2,Sorghum (red),cereals and tubers,50.0
2021,1,Sorghum (red),cereals and tubers,72.5
2021,3,Sorghum (red),cereals and tubers,75.0
2021,10,Sorghum (red),cereals and tubers,75.0
2021,7,Sorghum (red),cereals and tubers,50.0
2021,10,Sorghum (red),cereals and tubers,55.0
2021,4,Sorghum (red),cereals and tubers,35.0
2021,10,Sorghum (red),cereals and tubers,50.0
2021,10,Sorghum (red),cereals and tubers,52.5
2021,10,Sorghum (red),cereals and tubers,70.83
2021,3,Sorghum (red),cereals and tubers,44.94
2021,7,Sorghum (red),cereals and tubers,42.2
2021,10,Sorghum (red),cereals and tubers,52.4
